codmes|cliente|edad|ingreso|sexo|flgLimaProv|flgAfBxi|grupoGiro|monto|trx
201707|00019121|[2. <=30]|[4. <=3500]|M|1|1|prodelectro|109|1
201710|00009233|[4. <=40]|[4. <=3500]|M|1|1|clubmkt|140|1
201709|00038061|[1. <=25]|[2. <=1500]|F|1|0|ropamoda|224|1
201707|00038677|[1. <=25]|[2. <=1500]|M|1|1|ropamoda|17|1
201707|00030014|[2. <=30]|[3. <=2500]|M|1|1|prodelectro|138|1
201706|00027662|[5. <=45]|[6. <=6000]|M|1|1|ropamoda|219|1
201707|00012056|[5. <=45]|[3. <=2500]|F|1|1|ropamoda|39|1
201709|00018735||||||ropamoda|20|1
201710|00000011|[7. > 55]|[4. <=3500]|M|1|1|financiero|208|1
201707|00016286|[6. <=55]|[4. <=3500]|M|1|1|prodpersondiv|750|1
201705|00032832|[1. <=25]|[2. <=1500]|F|0|0|prodelectro|25|1
201707|00016814|[3. <=35]|[7. <=8000]|M|1|1|telcom|59|1
201706|00014832|[3. <=35]||F|1|0|vehrep|6|1
201611|00000169||[4. <=3500]|M|1|1|prodelectro|49|1
201611|00000233|[7. > 55]|[3. <=2500]|M|1|1|ropamoda|29|1
201710|00000634|[6. <=55]|[4. <=3500]|M|1|0|ropamoda|54|1
201706|00024781|[1. <=25]|[2. <=1500]|M|0|1|ropamoda|58|1
201706|00021443|[5. <=45]|[3. <=2500]|M|1|0|ropamoda|189|1
201709|00039454|[1. <=25]|[2. <=1500]|F|1|1|ropamoda|135|1
201709|00038771|[7. > 55]||M|1|0|ropamoda|130|1
201708|00019496|[1. <=25]|[2. <=1500]|M|0|1|ropamoda|30|1
201708|00014762|[2. <=30]|[3. <=2500]|M|1|1|prodelectro|44|1
201706|00031419|[6. <=55]|[3. <=2500]|M|0|1|prodelectro|975|1
201706|00015081|[5. <=45]|[2. <=1500]|M|0|0|ropamoda|16|1
201708|00008120|[6. <=55]|[3. <=2500]|F|1|0|ropamoda|447|1
201708|00009807|[7. > 55]|[7. <=8000]|M|1|1|ropamoda|90|1
201705|00032924|[2. <=30]|[2. <=1500]|F|0|1|financiero|48|1
201705|00033071|[2. <=30]|[3. <=2500]|M|1|1|telcom|182|1
201706|00036214|[1. <=25]|[2. <=1500]|M|1|1|ropamoda|17|1
201706|00037280|[6. <=55]|[4. <=3500]|F|1|1|ropamoda|159|1
201707|00009170|[6. <=55]|[3. <=2500]|M|0|1|telcom|189|1
201707|00004323|[7. > 55]|[6. <=6000]|F|1|0|prodelectro|2129|1
201611|00000222|[7. > 55]|[5. <=4500]|F|1|1|salud|630|1
201706|00011374|[4. <=40]|[3. <=2500]|F|1|1|clubmkt|135|1
201706|00015833|[2. <=30]|[2. <=1500]|M|1|0|profdiverso|20|1
201706|00027035|[1. <=25]|[2. <=1500]|F|1|1|enseñanza|200|1
201707|00011272|[4. <=40]|[4. <=3500]|M|1|1|clubmkt|35|1
201707|00011304|[4. <=40]|[4. <=3500]|M|0|1|salud|118|1
201705|00004507|[7. > 55]|[7. <=8000]|M|1|1|salud|662|7
201709|00039238|[1. <=25]|[2. <=1500]|F|1|1|enseñanza|800|1
201710|00000169||[4. <=3500]|M|1|1|financiero|368|1
201710|00000296|[7. > 55]|[8. > 8000]|M|1|1|salud|24|2
201611|00000518||[5. <=4500]|M|1|0|salud|236|2
201710|00002752|[4. <=40]|[4. <=3500]|M|1|1|financiero|248|1
201710|00022782|[7. > 55]||F|1|1|clubmkt|717|4
201708|00020760||[3. <=2500]|M|1|0|salud|95|2
201708|00024042|[3. <=35]|[2. <=1500]|F|1|0|clubmkt|432|1
201707|00011086|[7. > 55]|[4. <=3500]|M|1|0|salud|705|1
201707|00008625|[6. <=55]|[5. <=4500]|F|0|1|transplaerea|556|1
201709|00006169|[6. <=55]|[5. <=4500]|M|1|1|salud|45|1
201707|00003719|[6. <=55]|[6. <=6000]|F|1|1|transplaerea|269|1
201707|00003984|[6. <=55]|[3. <=2500]|M|0|1|clubmkt|25|1
201710|00005377|[7. > 55]|[4. <=3500]|M|1|1|prodlocal|11|1
201708|00032515|[2. <=30]|[6. <=6000]|M|1|1|enseñanza|60|1
201706|00028948|[2. <=30]|[3. <=2500]|M|0|1|salud|37|1
201708|00006169|[6. <=55]|[5. <=4500]|M|1|1|salud|30|1
201709|00026666|[1. <=25]|[2. <=1500]|M|0|1|entretenimiento|36|1
201707|00007842|[3. <=35]|[3. <=2500]|M|1|1|salud|30|1
201709|00028507|[1. <=25]|[2. <=1500]|M|1|1|entretenimiento|310|3
201706|00011044|[4. <=40]|[3. <=2500]|M|0|1|salud|98|1
201707|00012696|[5. <=45]|[6. <=6000]|M|1|1|ropamoda|190|1
201706|00016781|[5. <=45]|[4. <=3500]|F|1|1|salud|30|1
201707|00014030|[7. > 55]|[3. <=2500]|M|1|1|salud|85|1
201708|00016548|[4. <=40]|[3. <=2500]|F|1|1|salud|35|1
201708|00016781|[5. <=45]|[4. <=3500]|F|1|1|salud|30|1
201706|00038520|[2. <=30]|[2. <=1500]|F|0|1|enseñanza|200|1
201708|00009701|[6. <=55]|[3. <=2500]|F|1|0|salud|1441|4
201708|00009773|[5. <=45]|[3. <=2500]|M|1|0|enseñanza|396|1
201710|00008552|[6. <=55]|[4. <=3500]|F|0|0|salud|137|3
201708|00037136|[3. <=35]|[3. <=2500]|M|0|0|entretenimiento|100|5
201708|00037224|[4. <=40]||M|0|1|transplaerea|222|1
201708|00010766|[4. <=40]|[4. <=3500]|F|1|1|salud|148|2
201707|00020487|[1. <=25]|[2. <=1500]|M|1|1|prodlocal|45|1
201710|00037269|[1. <=25]|[1. <=700]|M|0|1|entretenimiento|38|1
201705|00011703|[3. <=35]|[4. <=3500]|F|1|1|salud|57|1
201709|00001088|[7. > 55]|[3. <=2500]|F|1|1|clubmkt|50|1
201708|00020849|[7. > 55]|[3. <=2500]|M|1|1|telcom|274|9
201707|00010634|[6. <=55]|[3. <=2500]|M|1|1|telcom|75|1
201710|00026264|[1. <=25]|[3. <=2500]|M|1|1|telcom|193|1
201710|00033460|[1. <=25]|[3. <=2500]|M|1|1|telcom|5|1
201708|00030258|[1. <=25]|[3. <=2500]|M|1|1|telcom|15|3
201710|00039101|[1. <=25]|[1. <=700]|M|0|1|telcom|74|1
201707|00004491|[7. > 55]|[3. <=2500]|F|0|1|telcom|69|1
201709|00022233|[2. <=30]|[2. <=1500]|M|1|1|telcom|45|1
201706|00025544|[2. <=30]|[2. <=1500]|M|1|1|profdiverso|14|1
201708|00006985|[7. > 55]|[8. > 8000]|M|1|1|tiendadepar|307|1
201710|00022014|[3. <=35]|[7. <=8000]|M|1|1|prodpersondiv|90|1
201708|00019135|[2. <=30]|[3. <=2500]|M|1|1|prodpersondiv|114|1
201710|00016424|[6. <=55]||M|1|1|telcom|109|3
201710|00039902|[2. <=30]||F|1|1|telcom|120|1
201705|00024254|[1. <=25]|[3. <=2500]|F|1|1|telcom|99|1
201710|00028507|[1. <=25]|[2. <=1500]|M|1|1|telcom|5|1
201709|00017773|[6. <=55]|[4. <=3500]|M|1|0|vehrep|196|1
201707|00020487|[1. <=25]|[2. <=1500]|M|1|1|vehrep|505|1
201707|00030991|[2. <=30]|[3. <=2500]|M|0|1|profdiverso|641|1
201710|00018511|[2. <=30]|[3. <=2500]|F|1|1|telcom|239|1
201709|00034389|[4. <=40]|[3. <=2500]|F|1|1|telcom|36|1
201706|00008205|[4. <=40]|[5. <=4500]|F|1|1|telcom|399|1
201707|00026762|[1. <=25]|[2. <=1500]|F|1|1|telcom|13|2
201706|00009664|[4. <=40]|[3. <=2500]|M|1|1|telcom|499|1
201708|00004906|[7. > 55]|[4. <=3500]|M|1|1|telcom|50|1
201707|00018907|[2. <=30]|[3. <=2500]|M|1|1|telcom|9|1
201708|00024068|[1. <=25]|[1. <=700]|M|1|1|telcom|5|1
201707|00032926|[1. <=25]|[2. <=1500]|M|1|1|telcom|5|1
201705|00025296|[1. <=25]|[3. <=2500]|F|1|1|telcom|38|1
201706|00011191|[5. <=45]|[3. <=2500]|M|1|1|telcom|149|1
201706|00013453|[3. <=35]||M|0|1|telcom|0|1
201706|00016634|[2. <=30]|[5. <=4500]|M|1|0|prodpersondiv|755|1
201707|00013453|[3. <=35]||M|0|1|telcom|233|2
201709|00020289|[3. <=35]|[4. <=3500]|F|1|1|telcom|149|1
201708|00036855|[2. <=30]|[2. <=1500]|M|1|1|telcom|145|1
201707|00005764|[4. <=40]|[4. <=3500]|F|1|1|belleza|40|1
201706|00002608|[5. <=45]|[3. <=2500]|M|1|1|profdiverso|63|1
201707|00006406|[5. <=45]|[3. <=2500]|F|1|1|telcom|84|1
201710|00024125|[2. <=30]|[3. <=2500]|M|0|1|prodpersondiv|25|1
201705|00027737|[5. <=45]|[6. <=6000]|F|1|0|telcom|66|7
201706|00032110|[3. <=35]|[2. <=1500]|M|1|1|telcom|5|1
201706|00020877|[6. <=55]|[3. <=2500]|M|1|0|telcom|16|1
201709|00004954|[6. <=55]|[6. <=6000]|F|1|1|telcom|393|1
201708|00017811|[4. <=40]|[4. <=3500]|F|1|1|telcom|5|1
201707|00018940|[3. <=35]|[4. <=3500]|F|0|1|ropamoda|110|2
201709|00020573|[3. <=35]|[3. <=2500]|M|1|1|financiero|36|2
201708|00036342|[1. <=25]|[2. <=1500]|F|1|1|ropamoda|60|1
201709|00024012|[2. <=30]|[2. <=1500]|M|0|1|prodlocal|60|4
201706|00002279|[6. <=55]|[3. <=2500]|F|1|0|financiero|725|1
201710|00009366|[5. <=45]|[3. <=2500]|M|0|1|financiero|202|1
201704|00035254|[2. <=30]|[3. <=2500]|F|1|0|ropamoda|15|1
201708|00016677|[5. <=45]|[7. <=8000]|M|1|1|prodlocal|46|1
201708|00016787|[3. <=35]|[5. <=4500]|F|1|1|financiero|159|1
201708|00038168|[1. <=25]||F|1|1|prodpersondiv|39|1
201706|00028689|[7. > 55]|[2. <=1500]|F|1|1|ropamoda|24|1
201611|00022986|[2. <=30]|[2. <=1500]|M|1|1|financiero|40|2
201706|00015307|[6. <=55]|[3. <=2500]|M|1|1|financiero|20|1
201705|00028034|[1. <=25]|[2. <=1500]|M|0|1|prodlocal|8|1
201707|00009167|[3. <=35]|[4. <=3500]|F|1|1|financiero|230|1
201710|00032725|[7. > 55]|[3. <=2500]|F|1|1|prodpersondiv|18|1
201705|00005484|[7. > 55]|[7. <=8000]|M|1|1|salud|1900|1
201708|00003396|[7. > 55]|[3. <=2500]|F|1|1|financiero|322|1
201708|00021967|[4. <=40]|[3. <=2500]|M|0|1|ropamoda|298|3
201706|00020035|[3. <=35]|[3. <=2500]|F|1|1|ropamoda|17|1
201707|00032947|[5. <=45]|[4. <=3500]|M|1|1|salud|300|1
201611|00000132|[7. > 55]|[7. <=8000]|M|1|1|prodlocal|44|1
201611|00001182|[7. > 55]|[8. > 8000]|F|1|1|financiero|2974|1
201705|00005991|[4. <=40]|[3. <=2500]|F|0|1|ropamoda|59|1
201708|00029060|[6. <=55]||M|1|1|prodlocal|1145|2
201710|00037629|[2. <=30]|[3. <=2500]|M|1|1|financiero|1291|1
201706|00002403|[7. > 55]|[8. > 8000]|M|1|1|transplaerea|912|79
201705|00029498|[4. <=40]|[5. <=4500]|M|1|1|financiero|56|2
201710|00029060|[6. <=55]||M|1|1|prodlocal|1185|2
201706|00002817|[7. > 55]|[3. <=2500]|M|0|1|financiero|60|1
201706|00012520|[6. <=55]|[3. <=2500]|F|1|0|financiero|83|1
201705|00008111|[7. > 55]|[4. <=3500]|F|1|0|ropamoda|253|1
201706|00009717|[4. <=40]|[3. <=2500]|F|1|1|alqbienes|22|1
201706|00009717|[4. <=40]|[3. <=2500]|F|1|1|salud|39|1
201708|00002407|[6. <=55]|[4. <=3500]|M|1|1|ropamoda|38|1
201707|00025094|[3. <=35]|[2. <=1500]|F|1|1|ropamoda|22|1
201709|00020560|[4. <=40]|[4. <=3500]|F|1|1|financiero|55|1
201710|00008983|[6. <=55]|[5. <=4500]|F|1|1|salud|30|1
201706|00012310|[7. > 55]||M|1|1|vehrep|600|1
201707|00011692|[4. <=40]|[5. <=4500]|M|1|0|financiero|152|1
201709|00019629|[2. <=30]|[3. <=2500]|F|0|1|ropamoda|24|1
201710|00020560|[4. <=40]|[4. <=3500]|F|1|1|financiero|24|1
201709|00020487|[1. <=25]|[2. <=1500]|M|1|1|financiero|118|1
201611|00000118|[7. > 55]|[4. <=3500]|M|1|0|vehrep|1080|1
201611|00000017|[7. > 55]|[8. > 8000]|M|1|0|vehrep|3000|1
201611|00000244|[7. > 55]|[3. <=2500]|M|1|1|prodsuper|19|1
201611|00000398|[7. > 55]|[4. <=3500]|F|1|1|ropamoda|1448|2
201708|00023392|[2. <=30]|[3. <=2500]|F|1|1|ropamoda|99|1
201706|00008539|[7. > 55]|[3. <=2500]|F|1|0|ropamoda|49|1
201710|00000260|[7. > 55]|[3. <=2500]|M|1|0|vehrep|540|1
201708|00004914|[5. <=45]|[4. <=3500]|F|1|1|ropamoda|34|1
201706|00022362|[6. <=55]|[4. <=3500]|M|1|1|vehrep|75|1
201708|00024581|[2. <=30]|[4. <=3500]|F|1|1|ropamoda|585|4
201706|00028174|[3. <=35]|[2. <=1500]|M|0|1|ropamoda|8|1
201611|00011128|[7. > 55]|[3. <=2500]|M|1|0|prodsuper|24|1
201611|00016000|[3. <=35]|[3. <=2500]|F|0|1|ropamoda|95|1
201611|00010612|[5. <=45]|[4. <=3500]|M|1|1|ropamoda|335|1
201709|00007556|[5. <=45]|[6. <=6000]|M|1|1|ropamoda|101|1
201707|00020465|[4. <=40]|[4. <=3500]|M|1|1|clubmkt|44|1
201709|00006681|[6. <=55]|[4. <=3500]|M|0|1|ropamoda|269|1
201707|00037023|[2. <=30]|[2. <=1500]|F|1|1|ropamoda|229|1
201709|00009551|[3. <=35]|[3. <=2500]|F|1|1|ropamoda|90|1
201707|00033315|[3. <=35]|[3. <=2500]|M|0|1|ropamoda|39|1
201705|00011398|[6. <=55]|[3. <=2500]|M|1|0|**|235|1
201710|00039944|[1. <=25]|[2. <=1500]|M|1|1|prodpersondiv|99|1
201709|00002279|[6. <=55]|[3. <=2500]|F|1|0|ropamoda|309|1
201707|00009993|[6. <=55]|[2. <=1500]|M|0|1|ropamoda|170|2
201709|00039028|[1. <=25]|[2. <=1500]|F|1|1|ropamoda|69|1
201706|00022875|[2. <=30]|[3. <=2500]|M|0|1|vehrep|24|1
201707|00015509|[5. <=45]|[6. <=6000]|F|1|1|entretenimiento|129|1
201710|00036581|[1. <=25]|[3. <=2500]|F|1|1|ropamoda|109|1
201707|00016088|[5. <=45]|[2. <=1500]|M|0|1|ropamoda|79|1
201710|00037238|[1. <=25]|[3. <=2500]|M|1|1|ropamoda|84|1
201709|00025014|[4. <=40]|[4. <=3500]|F|1|1|ropamoda|69|1
201707|00038826|[7. > 55]|[3. <=2500]|M|1|1|ropamoda|129|1
201707|00022406|[7. > 55]|[5. <=4500]|F|1|1|ropamoda|588|2
201709|00007568|[7. > 55]|[6. <=6000]|M|0|1|vehrep|890|1
201709|00039087|[1. <=25]|[2. <=1500]|M|0|1|ropamoda|130|1
201707|00032742|[2. <=30]|[2. <=1500]|M|1|1|ropamoda|158|1
201709|00006346|[2. <=30]|[7. <=8000]|F|0|1|ropamoda|128|2
201707|00012237|[7. > 55]|[3. <=2500]|F|1|1|ropamoda|84|1
201710|00033588|[7. > 55]|[2. <=1500]|F|1|0|ropamoda|86|1
201707|00031637|[2. <=30]|[4. <=3500]|F|1|1|ropamoda|6|1
201708|00003396|[7. > 55]|[3. <=2500]|F|1|1|ropamoda|84|1
201708|00003575|[6. <=55]|[4. <=3500]|F|1|0|ropamoda|43|1
201710|00000114|[7. > 55]|[5. <=4500]|M|1|0|ropamoda|100|1
201706|00025071|[7. > 55]|[4. <=3500]|F|1|1|restbar|9|1
201708|00004281||[8. > 8000]|F|1|1|restbar|49|1
201707|00016938|[3. <=35]|[5. <=4500]|F|0|1|restbar|43|1
201702|00008498|[3. <=35]|[5. <=4500]|F|1|1|restbar|38|1
201708|00008663|[1. <=25]|[7. <=8000]|M|1|1|restbar|8|1
201708|00009351|[4. <=40]|[8. > 8000]|F|1|1|alqbienes|1427|1
201708|00010918|[5. <=45]|[3. <=2500]|F|1|1|restbar|30|1
201709|00018583|[1. <=25]|[2. <=1500]|M|1|1|restbar|19|1
201611|00000042||||||alqbienes|2296|1
201611|00000198|[7. > 55]|[4. <=3500]|F|1|0|restbar|105|2
201710|00032585|[1. <=25]|[2. <=1500]|F|1|1|restbar|8|1
201706|00033244|[3. <=35]|[2. <=1500]|F|1|1|restbar|19|1
201708|00024948|[1. <=25]|[2. <=1500]|M|1|1|restbar|29|1
201705|00003672|[7. > 55]|[3. <=2500]|F|0|1|restbar|19|1
201705|00004128|[5. <=45]|[4. <=3500]|F|1|0|restbar|10|1
201705|00005531|[5. <=45]|[5. <=4500]|F|1|1|restbar|13|1
201706|00008897|[4. <=40]|[4. <=3500]|M|1|1|restbar|154|6
201707|00010167|[4. <=40]|[3. <=2500]|M|1|1|restbar|20|1
201703|00022829|[2. <=30]|[2. <=1500]|M|1|1|restbar|13|1
201703|00023065|[2. <=30]|[2. <=1500]|F|1|0|prodlocal|10|1
201707|00004277|[5. <=45]|[3. <=2500]|F|1|1|restbar|5|1
201703|00033131|[1. <=25]|[2. <=1500]|F|1|1|restbar|66|2
201707|00033089||||||restbar|96|2
201708|00013045|[5. <=45]|[2. <=1500]|M|0|1|restbar|21|1
201706|00035734|[1. <=25]|[2. <=1500]|F|1|1|restbar|47|1
201708|00014682|[5. <=45]|[3. <=2500]|M|1|0|restbar|22|1
201707|00001677|[6. <=55]|[6. <=6000]|F|1|1|ropamoda|926|1
201709|00037289|[4. <=40]|[7. <=8000]|F|1|1|restbar|64|1
201708|00019861|[2. <=30]|[2. <=1500]|F|1|1|restbar|16|1
201709|00008207|[7. > 55]|[3. <=2500]|F|1|0|restbar|25|2
201709|00038935|[1. <=25]|[2. <=1500]|F|1|1|restbar|59|1
201709|00008927|[3. <=35]|[3. <=2500]|M|1|1|restbar|18|1
201709|00004032|[6. <=55]|[4. <=3500]|F|1|1|restbar|211|5
201705|00034659|[7. > 55]|[5. <=4500]|F|1|1|restbar|104|4
201705|00033243|[1. <=25]|[1. <=700]|F|1|1|restbar|99|4
201706|00021255|[4. <=40]|[3. <=2500]|M|1|0|restbar|13|1
201707|00023277|[4. <=40]|[4. <=3500]|M|1|1|restbar|21|1
201707|00024675|[3. <=35]|[3. <=2500]|F|1|1|restbar|86|3
201708|00008897|[4. <=40]|[4. <=3500]|M|1|1|restbar|14|1
201707|00012163|[3. <=35]|[4. <=3500]|M|1|1|restbar|21|1
201710|00033673|[3. <=35]|[3. <=2500]|M|1|1|restbar|10|1
201706|00026451|[2. <=30]|[3. <=2500]|F|1|1|prodlocal|12|1
201707|00017533|[2. <=30]|[2. <=1500]|F|1|1|restbar|13|1
201611|00011078|[3. <=35]|[4. <=3500]|F|1|1|restbar|19|1
201611|00011153|[3. <=35]|[4. <=3500]|M|0|1|vehrep|500|1
201705|00024254|[1. <=25]|[3. <=2500]|F|1|1|enseñanza|940|1
201707|00027764|[2. <=30]|[4. <=3500]|M|1|1|enseñanza|2772|3
201707|00027806|[5. <=45]|[2. <=1500]|M|1|1|profdiverso|32|2
201710|00009142|[6. <=55]|[4. <=3500]|M|1|1|enseñanza|674|2
201707|00000637|[7. > 55]|[5. <=4500]|F|1|0|salud|208|2
201710|00009773|[5. <=45]|[3. <=2500]|M|1|0|enseñanza|396|1
201706|00003984|[6. <=55]|[3. <=2500]|M|0|1|clubmkt|25|1
201705|00012148|[6. <=55]|[8. > 8000]|F|1|1|salud|23|1
201707|00035721|[1. <=25]|[3. <=2500]|F|1|1|enseñanza|20|1
201709|00005698|[7. > 55]|[4. <=3500]|F|1|0|salud|60|2
201709|00035555|[1. <=25]|[3. <=2500]|M|1|1|profdiverso|25|1
201706|00020487|[1. <=25]|[2. <=1500]|M|1|1|salud|77|1
201611|00000035|[7. > 55]|[7. <=8000]|M|1|1|tiendadepar|310|1
201611|00000035|[7. > 55]|[7. <=8000]|M|1|1|clubmkt|62|2
201611|00000124|[7. > 55]|[6. <=6000]|M|1|0|prodlocal|93|2
201710|00036015|[3. <=35]|[3. <=2500]|M|0|1|entretenimiento|18|1
201707|00034456|[3. <=35]|[3. <=2500]|M|0|1|entretenimiento|118|6
201707|00034808|[1. <=25]||F|1|1|clubmkt|71|3
201707|00016342|[2. <=30]|[2. <=1500]|M|1|0|enseñanza|3458|3
201706|00037728|[1. <=25]||M|1|1|entretenimiento|18|2
201708|00021255|[4. <=40]|[3. <=2500]|M|1|0|enseñanza|85|1
201710|00000257|[7. > 55]|[6. <=6000]|F|1|0|salud|1337|7
201710|00000549|[7. > 55]|[4. <=3500]|F|1|0|salud|144|1
201706|00025307|[2. <=30]|[3. <=2500]|F|1|1|salud|54|2
201708|00004243|[6. <=55]|[4. <=3500]|M|1|1|salud|450|1
201707|00015693|[2. <=30]|[2. <=1500]|M|1|1|salud|112|1
201708|00008207|[7. > 55]|[3. <=2500]|F|1|0|enseñanza|155|1
201710|00039003|[1. <=25]|[3. <=2500]|M|1|1|enseñanza|380|2
201707|00009725|[5. <=45]|[3. <=2500]|F|1|0|enseñanza|1554|1
201708|00009236|[5. <=45]|[6. <=6000]|M|1|1|informatica|4887|1
201708|00009996|[4. <=40]|[2. <=1500]|F|0|1|salud|300|1
201706|00011521|[7. > 55]|[3. <=2500]|M|0|0|salud|260|1
201706|00016011|[5. <=45]|[3. <=2500]|F|1|1|salud|67|2
201708|00010515|[6. <=55]|[7. <=8000]|F|1|1|salud|265|4
201707|00012026|[4. <=40]|[3. <=2500]|M|0|1|entretenimiento|18|1
201710|00000363|[6. <=55]|[6. <=6000]|M|1|1|salud|93|2
201710|00035213|[4. <=40]|[3. <=2500]|M|1|1|enseñanza|240|1
201710|00035404|[2. <=30]|[2. <=1500]|M|0|1|entretenimiento|61|1
201611|00000045|[7. > 55]|[8. > 8000]|M|1|1|ropamoda|40|1
201611|00001702|[7. > 55]|[4. <=3500]|M|1|0|enseñanza|250|1
201611|00000559|[7. > 55]|[3. <=2500]|M|1|1|salud|192|1
201708|00004925|[4. <=40]|[3. <=2500]|F|1|0|entretenimiento|46|1
201706|00023328|[3. <=35]|[3. <=2500]|M|1|0|salud|344|2
201706|00032482|[5. <=45]|[4. <=3500]|M|1|1|financiero|9|1
201611|00009972|[5. <=45]|[8. > 8000]|M|0|1|prodlocal|103|2
201611|00011078|[3. <=35]|[4. <=3500]|F|1|1|entretenimiento|164|3
201611|00011346|[7. > 55]|[3. <=2500]|F|1|0|salud|350|1
201611|00011882|[5. <=45]|[5. <=4500]|F|0|1|salud|140|2
201707|00004573|[6. <=55]|[5. <=4500]|F|1|1|salud|35|1
201707|00010419|[6. <=55]|[3. <=2500]|M|1|1|prodlocal|12|1
201709|00008232|[5. <=45]|[4. <=3500]|M|1|0|transplaerea|62|1
201709|00032010|[1. <=25]|[2. <=1500]|F|1|1|enseñanza|320|1
201708|00011317|[3. <=35]|[3. <=2500]|F|0|1|entretenimiento|20|1
201611|00003626|[7. > 55]|[3. <=2500]|M|1|1|salud|50|1
201709|00008949|[7. > 55]|[5. <=4500]|F|1|1|salud|460|1
201708|00018115|[5. <=45]||M|1|0|clubmkt|40|1
201708|00001372|[7. > 55]|[6. <=6000]|F|0|0|ropamoda|120|1
201709|00023324|[6. <=55]|[3. <=2500]|F|1|1|enseñanza|351|2
201709|00024346|[4. <=40]|[3. <=2500]|F|1|0|entretenimiento|13|1
201710|00036620|[1. <=25]|[2. <=1500]|F|1|1|enseñanza|240|1
201707|00003080|[7. > 55]|[4. <=3500]|M|1|1|salud|215|4
201708|00024162|[2. <=30]|[3. <=2500]|M|1|1|entretenimiento|50|1
201710|00026115|[3. <=35]|[3. <=2500]|M|1|1|entretenimiento|32|1
201611|00000139|[7. > 55]|[4. <=3500]|F|1|1|salud|176|1
201611|00000057|[7. > 55]|[6. <=6000]|M|1|0|transplaerea|2373|1
201708|00016791|[2. <=30]|[2. <=1500]|F|1|1|enseñanza|157|1
201708|00016991|[2. <=30]|[4. <=3500]|F|0|1|salud|280|2
201707|00023592|[2. <=30]|[2. <=1500]|F|0|1|profdiverso|345|1
201709|00039762|[2. <=30]|[3. <=2500]|M|1|1|enseñanza|570|2
201708|00020596|[7. > 55]|[3. <=2500]|F|1|0|clubmkt|35|1
201708|00020688|[3. <=35]|[7. <=8000]|M|1|1|entretenimiento|37|1
201708|00022539|[3. <=35]|[3. <=2500]|F|1|1|salud|252|1
201710|00000736|[7. > 55]|[4. <=3500]|F|1|0|prodlocal|103|1
201706|00024375|[3. <=35]|[3. <=2500]|M|1|1|salud|342|2
201708|00004047|[7. > 55]|[4. <=3500]|M|1|0|enseñanza|1230|1
201710|00000965|[7. > 55]|[7. <=8000]|M|1|1|salud|398|2
201706|00009455|[4. <=40]|[3. <=2500]|F|1|1|salud|58|1
201707|00003711|[6. <=55]|[5. <=4500]|M|1|0|salud|16|1
201707|00004568|[6. <=55]|[2. <=1500]|M|0|0|salud|228|2
201709|00030481|[3. <=35]|[4. <=3500]|F|1|0|clubmkt|35|1
201707|00010523|[4. <=40]|[3. <=2500]|F|1|0|salud|90|1
201611|00000138|[7. > 55]|[2. <=1500]|M|1|0|profdiverso|1|1
201611|00000448|[7. > 55]|[4. <=3500]|F|1|1|belleza|50|1
201611|00000965|[7. > 55]|[7. <=8000]|M|1|1|salud|873|10
201611|00000448|[7. > 55]|[4. <=3500]|F|1|1|salud|100|1
201707|00011810|[3. <=35]|[3. <=2500]|M|1|1|entretenimiento|208|6
201708|00023507|[3. <=35]|[6. <=6000]|M|1|1|enseñanza|2175|2
201706|00027655||||||entretenimiento|12|1
201710|00020158|[2. <=30]|[3. <=2500]|F|1|1|restbar|31|1
201710|00020353|[1. <=25]|[3. <=2500]|F|1|1|restbar|3|1
201709|00007860|[7. > 55]|[3. <=2500]|F|1|1|restbar|126|1
201709|00032246|[3. <=35]|[3. <=2500]|F|1|1|restbar|8|1
201707|00034635|[3. <=35]|[2. <=1500]|M|1|1|restbar|27|1
201611|00007970|[6. <=55]|[3. <=2500]|M|1|1|restbar|33|2
201611|00008283|[3. <=35]||F|1|0|restbar|20|1
201611|00005594|[6. <=55]|[3. <=2500]|F|0|1|restbar|2|1
201611|00003899|[6. <=55]|[6. <=6000]|M|1|1|restbar|95|4
201710|00000035|[7. > 55]|[7. <=8000]|M|1|1|restbar|31|1
201708|00000559|[7. > 55]|[3. <=2500]|M|1|1|restbar|23|1
201709|00009810|[6. <=55]|[3. <=2500]|F|1|1|restbar|14|1
201707|00024837|[4. <=40]|[4. <=3500]|F|0|1|ropamoda|170|1
201708|00008930|[3. <=35]|[5. <=4500]|M|0|1|restbar|21|1
201706|00011554|[5. <=45]|[3. <=2500]|M|1|0|restbar|19|1
201705|00032780|[1. <=25]||F|1|0|restbar|15|1
201707|00015551|[2. <=30]|[3. <=2500]|F|1|1|restbar|43|1
201706|00037053|[1. <=25]|[2. <=1500]|M|1|1|restbar|13|1
201705|00033947|[1. <=25]|[2. <=1500]|F|1|1|prodlocal|39|3
201705|00034137|[1. <=25]||M|0|1|restbar|35|2
201705|00034221|[3. <=35]|[2. <=1500]|F|1|0|restbar|28|2
201708|00022957|[4. <=40]|[2. <=1500]|F|0|1|restbar|31|1
201709|00006806|[3. <=35]|[5. <=4500]|F|0|1|restbar|30|2
201707|00011095|[6. <=55]|[4. <=3500]|F|1|0|restbar|39|1
201706|00013497|[3. <=35]||M|1|1|restbar|61|1
201706|00023483|[1. <=25]|[2. <=1500]|M|1|1|prodlocal|1|1
