codmes|cliente|edad|ingreso|sexo|flgLimaProv|flgAfBxi|grupoGiro|monto|trx
201703|00032591|[1. <=25]|[3. <=2500]|F|1|1|prodpersondiv|174|2
201704|00020575|[3. <=35]|[3. <=2500]|F|1|1|prodpersondiv|7|1
201703|00013935|[5. <=45]||M|1|1|prodpersondiv|202|1
201701|00026360|[1. <=25]|[2. <=1500]|F|1|1|belleza|30|1
201702|00015043|[3. <=35]|[3. <=2500]|M|1|1|restbar|22|1
201612|00034418||||||belleza|383|2
201701|00010215|[3. <=35]|[3. <=2500]|F|1|1|clubmkt|148|1
201701|00010719|[4. <=40]|[2. <=1500]|M|1|0|entretenimiento|800|2
201701|00022685|[3. <=35]|[7. <=8000]|F|1|1|enseñanza|94|2
201612|00030123|[4. <=40]|[3. <=2500]|F|0|1|restbar|28|1
201703|00007144|[4. <=40]|[5. <=4500]|M|1|1|clubmkt|40|1
201703|00007151|[5. <=45]|[5. <=4500]|F|1|1|restbar|4|1
201701|00017407|[3. <=35]|[3. <=2500]|F|1|1|prodpersondiv|8|1
201701|00022788|[4. <=40]|[3. <=2500]|M|1|1|belleza|123|1
201702|00019402|[2. <=30]|[4. <=3500]|M|1|1|restbar|48|2
201703|00004899|[7. > 55]|[7. <=8000]|M|1|1|clubmkt|34|1
201702|00020480|[3. <=35]|[2. <=1500]|M|1|1|restbar|1|1
201703|00005184|[5. <=45]|[6. <=6000]|F|0|1|belleza|1260|1
201701|00027461|[1. <=25]|[2. <=1500]|M|1|1|prodpersondiv|45|1
201701|00028007|[6. <=55]|[3. <=2500]|M|1|0|entretenimiento|140|2
201703|00020554|[2. <=30]||M|1|1|clubmkt|116|1
201703|00031362|[1. <=25]|[3. <=2500]|M|1|1|restbar|62|2
201703|00033601|[1. <=25]|[3. <=2500]|F|0|1|clubmkt|94|1
201701|00003079|[6. <=55]|[8. > 8000]|M|0|1|entretenimiento|400|2
201704|00019162|[4. <=40]|[2. <=1500]|F|1|1|entretenimiento|120|4
201704|00017223|[3. <=35]|[3. <=2500]|M|0|1|clubmkt|92|1
201704|00001318|[5. <=45]|[5. <=4500]|F|1|0|restbar|29|1
201704|00001848|[6. <=55]|[3. <=2500]|M|1|1|clubmkt|11|1
201703|00013891|[6. <=55]|[3. <=2500]|M|1|1|entretenimiento|210|2
201703|00013940|[4. <=40]|[3. <=2500]|M|1|1|belleza|114|1
201704|00001963|[6. <=55]|[2. <=1500]|F|0|1|prodpersondiv|16|1
201703|00000506|[6. <=55]||F|1|0|belleza|151|1
201701|00035954|[1. <=25]|[2. <=1500]|F|1|1|belleza|65|1
201702|00000160|[7. > 55]|[6. <=6000]|F|1|1|clubmkt|34|1
201704|00017693|[4. <=40]|[3. <=2500]|M|1|0|entretenimiento|1500|11
201702|00016061|[4. <=40]|[2. <=1500]|M|1|1|prodpersondiv|156|1
201703|00001150|[6. <=55]|[7. <=8000]|F|1|1|clubmkt|33|1
201703|00008122|[4. <=40]|[3. <=2500]|F|0|1|prodpersondiv|70|1
201703|00026106|[7. > 55]|[8. > 8000]|M|1|1|restbar|58|1
201703|00019595|[4. <=40]||M|1|1|entretenimiento|500|3
201703|00019825|[3. <=35]|[4. <=3500]|F|1|1|restbar|24|1
201703|00019947|[3. <=35]|[5. <=4500]|M|1|1|clubmkt|33|1
201703|00020072|[2. <=30]|[3. <=2500]|F|1|1|clubmkt|141|1
201612|00032210|[2. <=30]|[3. <=2500]|M|1|1|clubmkt|100|1
201612|00033728|[2. <=30]|[2. <=1500]|M|1|1|clubmkt|35|1
201701|00010095|[5. <=45]|[2. <=1500]|M|1|1|entretenimiento|450|3
201701|00025133|[7. > 55]|[3. <=2500]|F|0|0|ropamoda|150|1
201612|00034219|[3. <=35]|[2. <=1500]|M|1|1|entretenimiento|200|2
201701|00000820|[7. > 55]|[3. <=2500]|M|1|1|hogaroficina|422|2
201703|00013432|[2. <=30]|[3. <=2500]|M|1|1|restbar|6|1
201702|00001150|[6. <=55]|[7. <=8000]|F|1|1|clubmkt|33|1
201702|00035014|[6. <=55]|[4. <=3500]|F|1|0|entretenimiento|7500|10
201703|00004975|[5. <=45]|[2. <=1500]|F|1|1|belleza|87|2
201702|00019691|[1. <=25]||F|1|1|restbar|15|1
201701|00031818|[3. <=35]|[3. <=2500]|F|1|1|clubmkt|7|1
201701|00032210|[2. <=30]|[3. <=2500]|M|1|1|clubmkt|98|1
201703|00027399|[6. <=55]|[8. > 8000]|F|1|1|prodpersondiv|86|1
201702|00009617|[5. <=45]|[4. <=3500]|F|1|1|prodpersondiv|5|1
201701|00014744|[4. <=40]|[7. <=8000]|M|0|1|clubmkt|34|1
201701|00015175|[5. <=45]||M|1|1|clubmkt|124|1
201701|00008462||||||clubmkt|141|1
201702|00034502|[1. <=25]|[3. <=2500]|M|0|1|restbar|18|1
201702|00017502|[2. <=30]|[3. <=2500]|M|1|1|clubmkt|27|1
201702|00011644|[6. <=55]|[4. <=3500]|F|1|0|hogaroficina|10|1
201701|00008729|[6. <=55]|[4. <=3500]|F|1|1|clubmkt|96|1
201702|00034565|[1. <=25]|[2. <=1500]|F|1|0|entretenimiento|10|1
201702|00013428|[4. <=40]|[5. <=4500]|F|1|1|ropamoda|66|1
201702|00013830|[3. <=35]||M|1|1|clubmkt|117|1
201701|00017266|[4. <=40]|[2. <=1500]|M|1|0|entretenimiento|35|2
201701|00009962|[7. > 55]|[3. <=2500]|F|1|0|hogaroficina|89|1
201702|00023578|[2. <=30]|[3. <=2500]|M|1|1|restbar|15|1
201701|00025857|[3. <=35]|[2. <=1500]|M|1|1|prodpersondiv|3|1
201702|00009309|[3. <=35]|[3. <=2500]|F|0|0|ropamoda|159|1
201702|00023480|[5. <=45]|[3. <=2500]|F|0|1|clubmkt|137|1
201702|00015878|[3. <=35]|[2. <=1500]|M|1|0|prodpersondiv|16|1
201704|00020933|[3. <=35]|[3. <=2500]|F|1|1|restbar|29|1
201704|00027075|[6. <=55]|[3. <=2500]|F|0|1|prodpersondiv|72|1
201704|00027146|[3. <=35]|[2. <=1500]|F|1|1|prodpersondiv|25|1
201703|00019294|[3. <=35]|[4. <=3500]|M|1|0|entretenimiento|510|6
201701|00027947|[5. <=45]|[2. <=1500]|F|1|1|clubmkt|9|1
201701|00010696|[5. <=45]|[7. <=8000]|M|1|1|clubmkt|34|1
201703|00016398|[2. <=30]|[3. <=2500]|F|1|1|restbar|8|1
201704|00007735|[4. <=40]|[3. <=2500]|F|1|1|belleza|59|1
201704|00007799|[5. <=45]|[3. <=2500]|F|1|1|prodpersondiv|76|3
201703|00021811|[1. <=25]|[2. <=1500]|F|1|1|restbar|33|1
201703|00021893|[2. <=30]|[4. <=3500]|F|1|1|restbar|56|1
201704|00008733|[5. <=45]|[3. <=2500]|M|0|0|entretenimiento|2500|21
201704|00010085|[5. <=45]|[2. <=1500]|M|1|0|clubmkt|137|1
201702|00035099|[1. <=25]||M|1|1|prodpersondiv|15|2
201701|00019088|[4. <=40]|[2. <=1500]|F|1|0|entretenimiento|20|2
201702|00019794|[6. <=55]|[4. <=3500]|F|1|1|ropamoda|184|1
201702|00020156|[3. <=35]||F|1|0|entretenimiento|12|1
201701|00013374|[4. <=40]|[3. <=2500]|F|0|0|restbar|48|1
201701|00013586||||||ropamoda|47|1
201703|00008196|[7. > 55]|[4. <=3500]|F|1|1|belleza|179|1
201703|00008397|[3. <=35]|[3. <=2500]|F|1|1|prodpersondiv|13|2
201703|00014501|[2. <=30]|[2. <=1500]|F|1|1|clubmkt|114|1
201703|00001461|[6. <=55]|[7. <=8000]|M|1|1|clubmkt|34|1
201701|00028351|[2. <=30]|[2. <=1500]|M|1|1|belleza|190|2
201702|00005932|[6. <=55]|[7. <=8000]|M|1|1|hogaroficina|150|1
201701|00028798|[4. <=40]|[6. <=6000]|M|1|1|clubmkt|149|1
201703|00020756|[3. <=35]|[4. <=3500]|M|1|1|restbar|32|1
201703|00021811|[1. <=25]|[2. <=1500]|F|1|1|belleza|66|1
201702|00017758|[5. <=45]|[3. <=2500]|M|1|1|clubmkt|138|1
201702|00009215|[2. <=30]|[4. <=3500]|F|1|1|clubmkt|137|1
201701|00002879|[7. > 55]|[4. <=3500]|F|1|1|entretenimiento|300|3
201702|00011041|[3. <=35]|[8. > 8000]|M|1|1|clubmkt|33|1
201702|00035386|[1. <=25]|[2. <=1500]|M|1|1|restbar|26|1
201702|00034239|[4. <=40]|[3. <=2500]|F|0|1|prodpersondiv|35|1
201701|00015981|[4. <=40]|[3. <=2500]|M|1|1|prodpersondiv|83|1
201701|00016813|[6. <=55]|[3. <=2500]|M|1|0|prodpersondiv|21|1
201612|00005274|[5. <=45]|[4. <=3500]|F|1|1|prodpersondiv|51|1
201612|00005515|[7. > 55]|[3. <=2500]|F|1|1|restbar|35|1
201704|00002166|[6. <=55]|[3. <=2500]|M|0|1|clubmkt|138|1
201701|00026556|[2. <=30]|[3. <=2500]|F|1|1|entretenimiento|110|2
201703|00024104|[3. <=35]|[3. <=2500]|F|1|1|clubmkt|117|1
201703|00000543|[6. <=55]|[3. <=2500]|M|0|1|financiero|125|1
201703|00018050|[2. <=30]|[3. <=2500]|M|1|1|restbar|48|1
201703|00018102|[2. <=30]|[2. <=1500]|M|1|1|clubmkt|138|1
201703|00024948|[1. <=25]|[2. <=1500]|M|1|1|restbar|26|1
201703|00025155|[5. <=45]|[3. <=2500]|F|1|1|clubmkt|91|1
201704|00017959|[2. <=30]|[4. <=3500]|F|1|1|restbar|30|1
201704|00025958|[3. <=35]|[2. <=1500]|M|1|1|restbar|44|1
201702|00022852|[3. <=35]|[4. <=3500]|M|0|1|hogaroficina|3799|1
201702|00023237|[5. <=45]|[3. <=2500]|M|1|1|entretenimiento|52|3
201703|00032745||||||clubmkt|40|1
201702|00011181|[4. <=40]|[8. > 8000]|M|1|1|restbar|18|1
201704|00007452|[5. <=45]|[2. <=1500]|F|1|0|entretenimiento|85|3
201704|00009355|[3. <=35]|[3. <=2500]|F|1|1|entretenimiento|50|1
201704|00009986|[4. <=40]|[3. <=2500]|M|0|1|entretenimiento|1200|12
201703|00015366|[3. <=35]|[4. <=3500]|M|1|1|clubmkt|41|1
201704|00001147|[6. <=55]|[2. <=1500]|F|1|1|clubmkt|116|1
201704|00001587|[7. > 55]|[5. <=4500]|M|1|0|entretenimiento|200|3
201704|00002581|[6. <=55]|[3. <=2500]|F|1|1|clubmkt|137|1
201704|00008670||||||clubmkt|33|1
201703|00015914|[3. <=35]|[3. <=2500]|M|0|0|entretenimiento|200|2
201702|00015561|[2. <=30]||F|1|1|restbar|3|1
201701|00026924|[6. <=55]|[3. <=2500]|F|1|0|entretenimiento|290|3
201703|00007806||||||clubmkt|114|1
201701|00030393|[2. <=30]|[2. <=1500]|M|1|1|restbar|35|1
201703|00005179|[7. > 55]|[8. > 8000]|F|1|1|entretenimiento|40|1
201703|00005197|[5. <=45]|[3. <=2500]|M|1|0|restbar|20|1
201703|00005349|[5. <=45]|[7. <=8000]|F|0|1|clubmkt|138|1
201701|00028100|[1. <=25]||M|1|1|ropamoda|107|1
201703|00001446|[7. > 55]|[7. <=8000]|M|0|0|hogaroficina|180|1
201703|00026749|[1. <=25]||M|1|1|restbar|10|1
201703|00027896|[3. <=35]|[2. <=1500]|M|0|1|clubmkt|140|1
201703|00032361|[4. <=40]|[4. <=3500]|M|1|1|entretenimiento|200|1
201703|00010235|[4. <=40]|[2. <=1500]|F|1|1|clubmkt|11|1
201701|00008526|[2. <=30]|[2. <=1500]|F|1|1|restbar|22|1
201701|00025958|[3. <=35]|[2. <=1500]|M|1|1|restbar|36|1
201701|00026664|[6. <=55]|[3. <=2500]|F|0|0|entretenimiento|250|4
201702|00013386|[2. <=30]|[3. <=2500]|F|1|1|clubmkt|34|1
201702|00035604|[1. <=25]|[3. <=2500]|F|0|1|ropamoda|35|1
201701|00010678|[7. > 55]|[3. <=2500]|F|0|1|entretenimiento|650|8
201702|00028246|[2. <=30]|[3. <=2500]|F|1|1|restbar|20|1
201702|00013936|[5. <=45]|[4. <=3500]|M|1|1|enseñanza|1980|1
201702|00025155|[5. <=45]|[3. <=2500]|F|1|1|clubmkt|92|1
201703|00000447|[6. <=55]|[4. <=3500]|F|1|1|clubmkt|40|1
201703|00000579|[6. <=55]|[3. <=2500]|F|1|1|restbar|32|1
201701|00026594|[2. <=30]|[4. <=3500]|F|1|1|restbar|9|1
201701|00026941|[2. <=30]|[4. <=3500]|M|1|1|enseñanza|312|1
201703|00018863|[1. <=25]|[2. <=1500]|M|1|1|restbar|129|4
201702|00023047|[2. <=30]|[2. <=1500]|F|1|1|restbar|32|1
201704|00021266|[2. <=30]|[3. <=2500]|M|1|1|profdiverso|669|1
201703|00034459|[7. > 55]|[4. <=3500]|F|1|1|clubmkt|117|1
201702|00024200|[4. <=40]|[3. <=2500]|M|1|1|entretenimiento|130|2
201704|00022478|[2. <=30]|[2. <=1500]|F|1|1|entretenimiento|16|1
201702|00006054|[7. > 55]|[3. <=2500]|M|1|0|clubmkt|11|1
201702|00000570|[5. <=45]|[5. <=4500]|F|1|1|clubmkt|114|1
201703|00010573|[7. > 55]|[7. <=8000]|F|1|1|clubmkt|40|1
201701|00005763|[6. <=55]|[3. <=2500]|M|1|0|salud|378|8
201701|00013302|[4. <=40]|[2. <=1500]|F|1|1|ropamoda|330|2
201702|00015042|[5. <=45]|[4. <=3500]|F|1|1|salud|5|1
201702|00015537|[4. <=40]|[4. <=3500]|M|1|1|salud|18|1
201702|00016347|[3. <=35]|[4. <=3500]|F|1|1|salud|597|2
201702|00017412|[5. <=45]|[4. <=3500]|M|1|0|salud|62|1
201702|00017523|[3. <=35]|[4. <=3500]|F|0|1|salud|577|11
201702|00000643|[7. > 55]|[4. <=3500]|F|1|1|salud|75|2
201701|00002903|[7. > 55]|[4. <=3500]|F|1|1|salud|37|1
201702|00024815|[5. <=45]|[3. <=2500]|M|0|1|salud|962|6
201702|00024932|[1. <=25]|[2. <=1500]|M|1|1|salud|24|2
201702|00023060|[5. <=45]|[3. <=2500]|F|1|1|salud|257|1
201702|00011832|[5. <=45]|[2. <=1500]|M|0|0|salud|3|1
201702|00012159|[3. <=35]|[2. <=1500]|F|0|0|salud|136|2
201702|00032527|[1. <=25]||F|1|1|salud|4|1
201701|00010169|[7. > 55]|[3. <=2500]|M|0|1|salud|37|3
201702|00023529|[1. <=25]|[2. <=1500]|F|0|1|salud|66|2
201702|00024268|[1. <=25]|[2. <=1500]|F|1|1|prodpersondiv|18|1
201702|00014415|[2. <=30]|[2. <=1500]|M|1|1|salud|59|1
201704|00005763|[6. <=55]|[3. <=2500]|M|1|0|salud|104|2
201701|00026212|[2. <=30]|[3. <=2500]|M|1|1|salud|25|3
201704|00017366|[2. <=30]|[3. <=2500]|F|0|1|salud|16|1
201703|00030217|[2. <=30]|[2. <=1500]|F|1|1|salud|60|1
201704|00019871|[1. <=25]|[2. <=1500]|M|0|1|salud|12|1
201703|00030411|[2. <=30]|[4. <=3500]|M|1|1|profdiverso|21|1
201704|00018214|[2. <=30]|[2. <=1500]|F|1|1|salud|13|2
201702|00006821|[6. <=55]|[6. <=6000]|M|1|1|salud|163|1
201701|00005976|[5. <=45]|[4. <=3500]|M|0|1|salud|5|1
201701|00035357|[2. <=30]|[2. <=1500]|F|1|1|belleza|33|1
201702|00008475|[5. <=45]|[3. <=2500]|M|1|0|salud|75|1
201702|00015986|[3. <=35]||M|1|1|salud|18|1
201702|00010295|[4. <=40]|[2. <=1500]|M|1|1|salud|74|2
201702|00004296|[7. > 55]|[4. <=3500]|M|1|0|belleza|43|1
201702|00009614|[6. <=55]|[3. <=2500]|F|1|1|artcultura|205|1
201702|00023953|[1. <=25]|[2. <=1500]|M|1|1|belleza|25|1
201702|00024146||||||salud|167|3
201701|00009137|[7. > 55]|[5. <=4500]|M|0|1|salud|18|2
201701|00003559|[5. <=45]|[6. <=6000]|M|1|1|salud|85|1
201701|00031156|[1. <=25]|[2. <=1500]|F|0|1|salud|24|1
201702|00011625|[6. <=55]|[3. <=2500]|F|0|1|salud|77|1
201702|00013889|[4. <=40]|[3. <=2500]|M|1|1|salud|14|1
201704|00000368|[7. > 55]|[8. > 8000]|M|1|1|artcultura|208|1
201703|00035357|[2. <=30]|[2. <=1500]|F|1|1|salud|89|1
201702|00000726|[5. <=45]|[3. <=2500]|M|1|0|salud|45|1
201703|00012737|[4. <=40]|[3. <=2500]|M|1|1|salud|46|1
201702|00013655|[5. <=45]|[3. <=2500]|M|0|1|salud|18|1
201702|00001267|[6. <=55]|[4. <=3500]|M|1|1|artcultura|150|1
201702|00016449|[5. <=45]|[4. <=3500]|F|0|0|salud|1|1
201702|00007907|[4. <=40]|[2. <=1500]|F|1|1|salud|56|1
201702|00017349||||||belleza|132|2
201702|00025089|[3. <=35]|[3. <=2500]|M|1|1|salud|115|1
201701|00014491|[7. > 55]|[3. <=2500]|M|1|1|artcultura|35|1
201701|00009589|[4. <=40]|[3. <=2500]|F|1|0|salud|69|1
201702|00032085|[2. <=30]|[3. <=2500]|F|0|0|salud|104|4
201702|00025564|[5. <=45]|[3. <=2500]|M|0|1|salud|46|1
201702|00023233|[4. <=40]|[3. <=2500]|M|0|1|salud|14|1
201702|00002439|[5. <=45]|[8. > 8000]|M|1|1|salud|230|1
201704|00005893|[5. <=45]|[4. <=3500]|F|1|1|salud|83|3
201704|00001674|[7. > 55]|[6. <=6000]|F|0|0|salud|18|1
201701|00026279|[5. <=45]|[2. <=1500]|F|0|0|salud|76|1
201704|00019775|[1. <=25]|[2. <=1500]|F|0|1|salud|100|1
201703|00032085|[2. <=30]|[3. <=2500]|F|0|0|salud|244|4
201702|00000099|[7. > 55]|[6. <=6000]|M|1|1|salud|848|4
201701|00022292|[3. <=35]|[2. <=1500]|F|0|1|salud|14|1
201701|00022613|[4. <=40]|[3. <=2500]|F|1|1|salud|28|4
201703|00023909|[2. <=30]|[4. <=3500]|F|0|1|salud|14|3
201703|00017854|[5. <=45]|[8. > 8000]|F|1|1|salud|22|1
201703|00017854|[5. <=45]|[8. > 8000]|F|1|1|artcultura|29|1
201703|00006783|[6. <=55]|[3. <=2500]|F|1|1|artcultura|35|1
201703|00006976|[7. > 55]|[4. <=3500]|M|0|1|salud|35|1
201703|00007126|[7. > 55]|[7. <=8000]|M|1|1|salud|619|1
201704|00024284|[3. <=35]|[2. <=1500]|F|1|0|salud|69|1
201702|00015558|[5. <=45]||M|1|1|salud|134|1
201702|00004830|[6. <=55]|[3. <=2500]|M|1|1|salud|96|1
201702|00023212|[1. <=25]|[2. <=1500]|M|1|1|salud|38|1
201702|00021278||||||salud|350|1
201702|00021796|[3. <=35]|[3. <=2500]|M|0|1|salud|51|1
201702|00021836|[1. <=25]||F|1|1|salud|99|3
201702|00024550|[3. <=35]|[4. <=3500]|F|1|1|salud|123|1
201703|00012284|[3. <=35]|[5. <=4500]|F|0|1|ropamoda|20|1
201704|00000390|[7. > 55]|[7. <=8000]|M|1|1|salud|186|2
201704|00000390|[7. > 55]|[7. <=8000]|M|1|1|artcultura|26|1
201702|00001509|[5. <=45]|[5. <=4500]|F|1|1|salud|117|1
201703|00035574|[3. <=35]|[3. <=2500]|F|1|1|salud|53|2
201703|00013597|[5. <=45]|[3. <=2500]|M|1|0|salud|5|1
201703|00036454|[2. <=30]||F|1|1|salud|5|1
201703|00036469|[2. <=30]|[2. <=1500]|M|1|1|salud|14|1
201702|00001807||[8. > 8000]|F|1|0|salud|80|1
201702|00013739|[3. <=35]|[2. <=1500]|M|0|0|salud|116|3
201611|00005628|[5. <=45]|[4. <=3500]|M|1|1|vehrep|200|2
201702|00022233|[2. <=30]|[2. <=1500]|M|1|1|restbar|11|1
201701|00009174|[6. <=55]|[2. <=1500]|F|1|1|restbar|15|1
201702|00031655|[7. > 55]|[2. <=1500]|M|1|1|vehrep|2|1
201702|00031948|[6. <=55]|[3. <=2500]|M|1|1|vehrep|16|5
201702|00031948|[6. <=55]|[3. <=2500]|M|1|1|restbar|7|1
201702|00022663|[3. <=35]|[3. <=2500]|M|1|1|vehrep|5|1
201702|00022901|[4. <=40]|[2. <=1500]|M|1|1|restbar|12|1
201702|00027508|[7. > 55]|[2. <=1500]|M|1|1|restbar|112|2
201703|00013375|[3. <=35]|[3. <=2500]|F|1|1|restbar|14|1
201703|00007614|[7. > 55]|[3. <=2500]|F|1|1|restbar|63|1
201703|00007661|[5. <=45]|[2. <=1500]|M|0|1|restbar|40|2
201703|00007815|[4. <=40]|[6. <=6000]|F|1|1|entretenimiento|111|2
201702|00001232||||||prodlocal|58|1
201702|00011456|[5. <=45]|[3. <=2500]|F|0|0|restbar|80|1
201702|00011841|[5. <=45]|[3. <=2500]|M|1|1|restbar|47|1
201704|00017958|[2. <=30]|[3. <=2500]|F|1|1|restbar|9|1
201702|00014452|[6. <=55]|[3. <=2500]|M|0|1|vehrep|50|1
201704|00024325|[3. <=35]|[2. <=1500]|M|1|1|restbar|1|1
201702|00015095|[3. <=35]||M|1|1|alqbienes|30|1
201702|00004994|[6. <=55]|[7. <=8000]|F|1|1|restbar|64|1
201702|00005205|[5. <=45]|[5. <=4500]|F|1|1|entretenimiento|15|1
201703|00030822|[3. <=35]|[2. <=1500]|M|1|1|restbar|82|1
201704|00017090|[7. > 55]|[3. <=2500]|M|1|0|vehrep|254|2
201704|00017459|[3. <=35]|[3. <=2500]|M|1|1|vehrep|27|3
201704|00017459|[3. <=35]|[3. <=2500]|M|1|1|restbar|41|1
201703|00030142|[3. <=35]|[3. <=2500]|F|1|1|entretenimiento|45|1
201703|00030371|[1. <=25]|[2. <=1500]|M|1|1|restbar|48|2
201703|00030372|[6. <=55]|[3. <=2500]|F|1|1|restbar|22|1
201702|00000813|[7. > 55]|[6. <=6000]|F|1|0|restbar|143|1
201702|00000967|[7. > 55]|[8. > 8000]|M|1|1|entretenimiento|34|1
201703|00012294|[3. <=35]|[5. <=4500]|M|0|1|restbar|122|2
201704|00000967|[7. > 55]|[8. > 8000]|M|1|1|entretenimiento|29|4
201703|00012845||||||restbar|117|2
201703|00013011|[7. > 55]|[3. <=2500]|M|1|1|prodlocal|20|1
201703|00036724|[1. <=25]|[3. <=2500]|M|1|1|alqbienes|80|1
201702|00001931|[6. <=55]|[3. <=2500]|F|0|1|restbar|73|1
201702|00014315|[4. <=40]|[3. <=2500]|M|1|1|restbar|55|2
201702|00014633|[2. <=30]|[2. <=1500]|M|1|1|vehrep|479|5
201702|00000128|[7. > 55]|[5. <=4500]|M|1|1|restbar|7|1
201702|00000218|[7. > 55]|[4. <=3500]|M|1|1|restbar|99|1
201702|00017773|[6. <=55]|[4. <=3500]|M|1|0|restbar|357|4
201702|00018304|[3. <=35]|[3. <=2500]|M|1|1|vehrep|1|1
201702|00020193|[1. <=25]|[3. <=2500]|F|0|0|restbar|65|1
201702|00024343|[2. <=30]|[4. <=3500]|F|1|1|belleza|104|2
201701|00021661|[2. <=30]||M|1|1|salud|9|1
201701|00014209|[4. <=40]|[3. <=2500]|M|1|1|salud|85|1
201701|00009447|[4. <=40]|[3. <=2500]|F|1|1|salud|44|1
201702|00024116|[3. <=35]|[2. <=1500]|F|1|1|belleza|178|2
201701|00015005|[5. <=45]|[6. <=6000]|M|1|1|salud|9|1
201703|00031459|[3. <=35]|[3. <=2500]|M|0|1|salud|17|1
201703|00029976|[2. <=30]|[3. <=2500]|F|1|1|salud|65|1
201703|00030409|[5. <=45]|[3. <=2500]|F|1|1|salud|12|1
201704|00025187|[2. <=30]||F|1|1|salud|5|1
201704|00025303|[2. <=30]|[3. <=2500]|F|1|1|salud|42|3
201704|00025545|[3. <=35]|[3. <=2500]|M|1|1|salud|8|1
201703|00030955|[2. <=30]|[3. <=2500]|F|1|1|salud|85|1
201703|00030993|[6. <=55]|[3. <=2500]|F|1|1|salud|28|2
201703|00013753|[5. <=45]|[4. <=3500]|M|0|1|salud|85|1
201703|00013911|[4. <=40]|[3. <=2500]|M|1|1|belleza|16|1
201703|00014887|[6. <=55]|[3. <=2500]|F|1|0|salud|19|1
201704|00002195|[7. > 55]|[3. <=2500]|F|1|0|salud|11|1
201703|00015197|[3. <=35]|[2. <=1500]|M|1|1|salud|81|1
201702|00005526|[7. > 55]|[3. <=2500]|M|0|0|salud|127|4
201703|00018235|[2. <=30]|[2. <=1500]|F|1|1|salud|7|1
201703|00006995|[1. <=25]|[2. <=1500]|F|1|1|belleza|155|2
201701|00027136|[1. <=25]|[1. <=700]|F|1|1|salud|33|1
201701|00027136|[1. <=25]|[1. <=700]|F|1|1|belleza|40|1
201703|00000487|[7. > 55]|[4. <=3500]|F|1|0|salud|191|2
201703|00025302|[3. <=35]|[3. <=2500]|M|0|1|salud|64|1
201703|00018922|[4. <=40]|[3. <=2500]|M|1|1|salud|139|3
201701|00027393|[4. <=40]|[3. <=2500]|M|0|1|salud|12|1
201702|00034550|[3. <=35]|[3. <=2500]|M|1|1|artcultura|164|2
201701|00022230|[4. <=40]|[3. <=2500]|F|1|0|salud|2217|1
201701|00015974|[3. <=35]|[3. <=2500]|F|0|0|salud|9|1
201702|00024302|[6. <=55]|[3. <=2500]|M|0|1|salud|111|2
201702|00025100|[4. <=40]|[5. <=4500]|M|0|0|salud|100|1
201702|00025658|[3. <=35]|[3. <=2500]|F|1|1|salud|16|1
201702|00030418|[1. <=25]|[3. <=2500]|F|0|1|salud|12|1
201702|00031095|[5. <=45]|[3. <=2500]|M|1|1|salud|35|1
201702|00020741||||||salud|8|1
201702|00023770|[2. <=30]|[3. <=2500]|F|1|1|salud|14|1
201701|00002781|[7. > 55]|[3. <=2500]|F|1|1|salud|81|5
201701|00021260|[6. <=55]|[6. <=6000]|M|1|1|artcultura|35|1
201701|00001804|[5. <=45]|[6. <=6000]|F|1|1|artcultura|65|1
201701|00034951||||||salud|102|1
201701|00031925||||||salud|30|2
201701|00032380|[3. <=35]|[3. <=2500]|F|1|0|salud|522|3
201701|00008574|[3. <=35]|[3. <=2500]|M|1|1|artcultura|5|1
201612|00009717|[4. <=40]|[3. <=2500]|F|1|1|belleza|130|1
201703|00026178|[4. <=40]|[3. <=2500]|F|1|1|salud|110|2
201703|00023962|[2. <=30]|[6. <=6000]|M|1|1|salud|105|5
201611|00007614|[7. > 55]|[3. <=2500]|F|1|1|salud|115|4
201703|00030538|[1. <=25]||F|1|1|salud|14|2
201703|00030679|[2. <=30]|[3. <=2500]|F|1|1|salud|27|1
201703|00030835||||||salud|15|1
201701|00001822|[7. > 55]|[6. <=6000]|F|1|0|salud|135|3
201701|00002017|[7. > 55]|[4. <=3500]|F|1|0|salud|435|2
201702|00006169|[6. <=55]|[5. <=4500]|M|1|1|artcultura|35|1
201702|00014490|[2. <=30]|[2. <=1500]|M|1|1|salud|38|1
201702|00014739|[4. <=40]|[3. <=2500]|M|1|1|salud|7|1
201701|00035151||||||belleza|55|1
201704|00014312|[5. <=45]|[3. <=2500]|M|1|1|salud|5|1
201611|00006081|[5. <=45]|[5. <=4500]|F|1|1|salud|271|1
201702|00004331|[5. <=45]|[3. <=2500]|F|1|1|salud|8|1
201703|00003883|[6. <=55]|[4. <=3500]|M|1|1|salud|44|2
201703|00003923|[5. <=45]|[3. <=2500]|M|1|1|artcultura|18|1
201702|00035277|[2. <=30]|[2. <=1500]|F|1|0|salud|13|1
201702|00001307|[7. > 55]|[8. > 8000]|F|1|1|salud|180|1
201702|00002154|[5. <=45]|[8. > 8000]|F|1|1|salud|222|4
201702|00010188|[7. > 55]|[6. <=6000]|M|1|1|salud|71|2
201702|00010338||||||prodpersondiv|78|1
201701|00006743|[3. <=35]|[3. <=2500]|F|1|1|salud|62|1
201701|00004726|[5. <=45]|[4. <=3500]|F|0|1|salud|420|7
