cliente|edad|ingreso|sexo|flgLimaprov|trxAplus|trxAtm|trxBcaex|trxBm|trxBxi|trxIvr|trxPostc|trxPostd|trxSalex|trxSbt|trxVent|trx
00024831|[7. > 55]|[3. <=2500]|M|1|0|14|0|0|0|0|0|0|3|0|3|20
00024835|[2. <=30]|[3. <=2500]|F|1|0|86|0|1031|797|21|0|27|0|20|5|1987
00024842|[4. <=40]|[2. <=1500]|F|0|0|71|3|0|0|0|0|0|2|0|4|80
00024862|[6. <=55]|[2. <=1500]|F|1|0|24|0|0|0|0|0|0|0|3|22|49
00024863|[7. > 55]|[1. <=700]|M|1|0|189|0|0|0|1|0|0|0|2|2|194
00024868|[1. <=25]|[1. <=700]|F|1|0|14|0|0|0|0|0|0|0|0|0|14
00017732|[3. <=35]|[2. <=1500]|M|1|0|36|7|0|0|0|0|1|0|2|0|46
00017742|[7. > 55]|[4. <=3500]|M|1|0|53|4|0|0|0|0|10|0|0|5|72
00017765|[1. <=25]|[2. <=1500]|F|1|1|42|1|0|0|2|0|14|0|1|0|61
00017768|[1. <=25]|[3. <=2500]|F|1|0|157|0|325.00000000000006|628|0|0|172|0|1|8|1291
00017775|[2. <=30]|[2. <=1500]|M|1|0|156|1|2640|0|0|0|8|12|2|0|2819
00017785|[7. > 55]|[3. <=2500]|M|1|0|31|4|0|0|0|0|2|0|0|1|38
00017798|[2. <=30]|[2. <=1500]|M|1|0|131|0|0|0|4|0|4|0|0|0|139
00017800|[2. <=30]|[3. <=2500]|M|0|0|13|0|0|13|9|3|1|0|4|1|44
00017816|[5. <=45]|[3. <=2500]|M|0|0|10|0|0|0|0|0|0|3|0|4|17
00017823|[3. <=35]|[2. <=1500]|M|1|2|195|7|0|2|0|0|0|0|4|2|212
00017825|[7. > 55]|[1. <=700]|F|0|0|4|0|0|0|0|12|7|0|0|0|23
00017838|[5. <=45]|[1. <=700]|M|0|0|40|0|0|0|0|0|16|11|1|11|79
00017886|[2. <=30]|[5. <=4500]|M|1|25|344|6|0|37|3.9999999999999996|0|18|58|7|7|506
00017894|[1. <=25]|[2. <=1500]|F|1|0|103|0|0|0|0|0|34|0|1|0|138
00017904|[7. > 55]|[2. <=1500]|M|0|0|15|0|0|0|0|0|0|9|0|21|45
00017934|[2. <=30]|[2. <=1500]|M|1|0|173.00000000000003|5|98|7|3|0|28|0|7|8|329
00017961|[3. <=35]|[4. <=3500]|F|0|0|3|0|0|0|0|9|0|0|4|0|16
00017963|[3. <=35]|[1. <=700]|F|1|0|33|4|0|0|0|0|0|0|0|0|37
00017978|[2. <=30]|[3. <=2500]|F|1|0|60|0|0|0|5|0|52|18|1|0|136
00017983|[2. <=30]|[4. <=3500]|M|1|0|1|0|38|0|0|0|0|0|13|0|52
00017989|[2. <=30]|[1. <=700]|M|1|0|10|5|0|0|0|0|0|0|0|0|15
00017999|[1. <=25]|[2. <=1500]|M|1|0|129|11|0|0|6|0|19|50|3|0|218
00018007|[1. <=25]|[3. <=2500]|F|0|2|94|10|0|0|0|0|23|0|1|2|132
00018012|[2. <=30]|[2. <=1500]|M|0|0|9|0|0|0|0|0|0|1|0|2|12
00018028|[7. > 55]|[2. <=1500]|M|1|0|70|7|0|2|2|0|0|2|1|0|84
00018030|[2. <=30]|[3. <=2500]|M|1|0|104|19|248|1|0|0|13.999999999999998|6.9999999999999991|3|5|401
00018043|[2. <=30]|[1. <=700]|M|1|0|44|3|0|0|0|0|0|0|0|1.9999999999999998|49
00018049|[3. <=35]|[3. <=2500]|F|1|2|17|1|0|8|0|2|9|0|0|1|40
00018054|[2. <=30]|[3. <=2500]|M|1|0|4|0|10|7.0000000000000009|0|0|0|0|4|0|25
00018064|[3. <=35]|[3. <=2500]|M|1|0|55|0|0|0|0|0|7|0|0|0|62
00013417|[4. <=40]|[2. <=1500]|F|1|0|43|0|70|1642|1|0|73|0|14|0|1843
00013428|[6. <=55]|[3. <=2500]|F|1|0|103|43|0|0|0|0|41|0|0|1|188
00013437|[3. <=35]|[2. <=1500]|F|0|0|165|0|0|0|0|0|24|0|0|0|189
00013440|[3. <=35]|[2. <=1500]|F|1|0|124|13|0|11.999999999999998|0|0|14|2|5.9999999999999991|2|173
00013444|[7. > 55]|[2. <=1500]|M|1|0|111|0|0|0|0|0|14|1|6|22|154
00013505|[6. <=55]|[4. <=3500]|M|0|0|130|0|0|0|0|0|0|0|0|6|136
00013509|[3. <=35]|[4. <=3500]|M|0|0|90.000000000000014|2|0|1110|0|0|12|0|5.0000000000000009|6|1225
00013511|[4. <=40]|[8. > 8000]|M|0|7|238|0|5024|2650|5|98|192|0|7|5|8226
00013512|[2. <=30]|[1. <=700]|M|0|0|12|0|0|84|2|0|0|0|2|0|100
00013530|[3. <=35]|[3. <=2500]|M|0|0|70|10|289|0|6|0|5|0|5|0|385
00013538|[2. <=30]|[3. <=2500]|M|1|0|91|0|319|0|0|0|17|0|0|0.99999999999999989|428
00013540|[6. <=55]|[8. > 8000]|M|1|0|70|0|603|2082|11|109|6|0|7|61|2949
00013551|[4. <=40]|[3. <=2500]|M|1|0|91|14|0|0|0|0|80|0|0|0|185
00013562|[2. <=30]|[2. <=1500]|M|1|0|22|1|0|37|4|0|13|0|4|0|81
00013569|[5. <=45]|[2. <=1500]|M|1|0|48|9|0|0|0|0|0|1|0|1|59
00013575|[2. <=30]|[2. <=1500]|F|0|0|28|0|0|0|1|0|0|0|2|1|32
00013614|[2. <=30]|[4. <=3500]|M|1|0|37|2|0|23|10|0|0|30|39|1|142
00013619|[3. <=35]|[5. <=4500]|M|1|0|163|5|0|221|13.999999999999998|0|29|4|5|3|444
00013624|[3. <=35]|[3. <=2500]|F|1|0|14|0|557|0|0|23|0|8|13|2|617
00013632|[2. <=30]|[3. <=2500]|M|1|0|1|0|45|69|3|1|0|1|15|0|135
00013647|[3. <=35]|[2. <=1500]|M|0|0|120|0|0|0|0|0|1|0|1|0|122
00013649|[2. <=30]|[2. <=1500]|M|1|0|94|0|0|0|86|0|35|3|6|1|225
00013668|[2. <=30]|[3. <=2500]|F|1|4|84|33|2618|66|0|0|23|0|0|0|2828
00013672|[5. <=45]|[3. <=2500]|F|1|8|68|19|0|0|0|0|20|0|0|1|116
00013708|[7. > 55]|[2. <=1500]|F|1|0|19|0|0|0|0|0|7|0|0|0|26
00013712|[3. <=35]|[4. <=3500]|F|1|0|84|6.9999999999999991|0|0|0|0|10|0|3|3|107
00013730|[3. <=35]|[2. <=1500]|F|0|0|57|0|0|0|0|0|0|1|0|0|58
00013756|[7. > 55]|[3. <=2500]|M|1|0|6|0|0|0|5|0|1|4|5|0|21
00013771|[4. <=40]|[2. <=1500]|F|0|0|2|0|0|25|0|0|0|0|0|0|27
00013812|[4. <=40]|[2. <=1500]|M|1|0|62|1|0|0|0|0|0|13|3|1|80
00003525|[5. <=45]|[6. <=6000]|M|1|0|17|2|0|21|0|35|2|36|18|7|138
00003527||[7. <=8000]|F|1|0|49|0|0|19|26|0|0|2|1|0|97
00003533|[6. <=55]|[4. <=3500]|M|1|0|165|0|0|0|0|0|0|0|1|0|166
00003534|[6. <=55]|[3. <=2500]|F|0|0|108|1|0|0|26|27|33|30|60|21.000000000000004|306
00003537|[5. <=45]|[2. <=1500]|M|1|0|3|0|0|14|0|0|0|0|2|0|19
00003543|[7. > 55]|[4. <=3500]|F|0|0|1|0|0|0|0|0|0|0|0|13|14
00003589|[7. > 55]|[7. <=8000]|F|1|27|50|0|520|73|6|18|0|0|19|11|724
00003591|[6. <=55]|[1. <=700]|M|0|0|1|0|0|0|1|12|0|0|6|1|21
00003592|[6. <=55]|[3. <=2500]|M|0|0|130|0|0|0|0|0|47|57|12|2|248
00003623|[7. > 55]|[2. <=1500]|M|1|0|33|1|0|0|0|0|1|0|0|4|39
00003632|[6. <=55]|[2. <=1500]|F|1|0|42|1|0|0|39|0|31|0|12|0|125
00003665|[6. <=55]|[4. <=3500]|M|1|0|158|18|0|7|0|0|38|0|3|1|225
00003681|[7. > 55]|[3. <=2500]|M|1|0|60|0|0|0|0|0|0|1|0|2|63
00003687|[7. > 55]|[6. <=6000]|M|1|0|15|0|0|0|5|114|0|0|4|0|138
00003689|[5. <=45]|[3. <=2500]|F|0|33|23|0|0|0|2|127|3|0|11|2|201
00003717|[5. <=45]|[6. <=6000]|F|1|0|78|0|0|0|2|0|0|0|0|0|80
00003731|[7. > 55]|[3. <=2500]|M|1|0|11|0|0|0|0|0|4|6|0|4|25
00003744|[6. <=55]|[5. <=4500]|M|0|4|59|0|0|0|0|0|3|0|3|3|72
00003776|[6. <=55]|[8. > 8000]|M|1|0|189|0|281|785|0|0|294|0|4|1|1554
00003790|[7. > 55]|[1. <=700]|M|1|0|30|0|0|0|0|0|0|0|2|9|41
00003800|[6. <=55]|[2. <=1500]|M|1|0|15.000000000000002|0|288|2333|3.9999999999999996|31.999999999999996|41|0|6|3|2722
00003802|[5. <=45]|[3. <=2500]|M|0|0|70|0|0|132|7|0|25|0|8|5|247
00003814|[7. > 55]|[6. <=6000]|M|1|4|161|0|0|0|0|0|0|0|2|7|174
00003822|[6. <=55]|[1. <=700]|M|1|0|309|0|9|69|0|235|0|0|21|0|643
00003832|[7. > 55]|[5. <=4500]|M|0|0|33|0|0|0|0|0|13|0|0|3|49
00003861|[4. <=40]|[4. <=3500]|M|0|0|5|0|35|2|0|61|0|4|2|0|109
00003895|[6. <=55]|[2. <=1500]|M|1|0|0|0|0|31|2|2|0|0|2|0|37
00003902|[6. <=55]|[8. > 8000]|M|1|0|170|0|0|94|0|0|65|18|0|3|350
00003923|[6. <=55]|[6. <=6000]|F|1|0|61|0|0|114.00000000000001|61.999999999999993|0|133|0|4|2|376
00003933|[5. <=45]|[3. <=2500]|M|1|0|113|1|0|67|9|0|59|13|6|21|289
00024895|[1. <=25]||F|1|0|31.000000000000004|0|18|64|0|0|3|0|0|2|118
00024896|[5. <=45]|[7. <=8000]|M|0|0|259|118.00000000000001|0|0|3|3|27|2|9|14|435
00024902|[4. <=40]|[8. > 8000]|M|1|0|75|0|0|623|3|6|92|4|8|24|835
00024905|[1. <=25]|[1. <=700]|F|1|0|16|10|21|13|0|0|0|0|3|0|63
00024915|[1. <=25]|[2. <=1500]|F|1|0|3|0|0|0|0|0|0|3|0|10|16
00024949|[1. <=25]|[2. <=1500]|M|1|0|26|23.000000000000004|607|34|32|0|2|0|9|0|733
00024989|[3. <=35]|[3. <=2500]|M|1|0|87|9|387|42|0|0|105|0|0|0|630
00024993|[1. <=25]|[2. <=1500]|M|1|0|17|3|0|276|0|0|3|1|2|0|302
00024994|[4. <=40]|[4. <=3500]|M|1|0|17|0|537|56|0|0|6|0|0|0|616
00025007|[6. <=55]|[2. <=1500]|M|1|0|189|18|0|0|2|0|1|23|8|2|243
00025013|[1. <=25]||F|1|0|37|0|1253|8|6|0|30|0|10|0|1344
00025035|[2. <=30]|[2. <=1500]|F|1|0|45|1|0|0|5|0|4|0|6|1|62
00025057|[3. <=35]|[2. <=1500]|M|1|0|45|5|0|14|4|0|0|5|3|9|85
00025070|[6. <=55]|[3. <=2500]|M|1|0|88|0|0|0|5|0|64|0|14.000000000000002|1|172
00025083|[1. <=25]|[2. <=1500]|M|1|0|5|0|41|0|2|0|0|0|6|0|54
00025095|[1. <=25]|[3. <=2500]|F|1|0|149|0|0|0|0|0|0|21|0|0|170
00025098|[1. <=25]|[1. <=700]|M|1|0|37|0|0|51|0|0|0|0|4|5|97
00025104|[1. <=25]|[3. <=2500]|M|1|3|83|73|0|660|81|16|7|0|3|0|926
00025119|[2. <=30]|[3. <=2500]|M|1|0|44|1|156|0|1|0|3|0|4|0|209
00025122|[2. <=30]|[2. <=1500]|M|1|13|4|0|0|0|0|0|0|0|17|3|37
00025135|[1. <=25]|[1. <=700]|F|0|0|190|0|2924|432|18|27|112|0|17|19|3739
00025146|[2. <=30]|[2. <=1500]|M|1|0|52|0|0|0|0|0|0|0|3|0|55
00025155|[4. <=40]|[3. <=2500]|M|0|0|35|0|0|94|0|0|0|3|1|0|133
00025220|[2. <=30]|[2. <=1500]|F|0|0|18|0|0|0|0|0|0|0|1|0|19
00025234|[1. <=25]|[2. <=1500]|M|1|14|22|0|0|238|1|5|3|0|7|1|291
00025243|[3. <=35]|[1. <=700]|M|1|0|51|0|0|14|0|0|0|1|1|0|67
00025244|[7. > 55]|[2. <=1500]|M|0|0|25|3|0|0|0|0|0|11|1|0|40
00025248|[2. <=30]|[2. <=1500]|M|0|0|15|38|0|0|0|0|0|0|1|0|54
00025249|[2. <=30]|[2. <=1500]|M|0|0|138|22|0|0|0|0|3|1|0|2|166
00025259|[1. <=25]|[2. <=1500]|F|1|0|8|11|55|0|0|0|2|0|0|0|76
00018084|[2. <=30]|[5. <=4500]|F|1|0|101|0|1001|3561|5|32|87|0|16|0|4803
00018107|[3. <=35]|[3. <=2500]|M|1|0|3|0|57|10|0|0|2|0|0|0|72
00018115|[4. <=40]|[1. <=700]|M|1|0|102|2|0|0|0|0|26|0|1|2|133
00018116|[1. <=25]|[2. <=1500]|M|1|0|20|0|0|0|0|0|0|3|0|0|23
00018119|[2. <=30]|[4. <=3500]|F|1|0|51|0|2658.0000000000005|1857|16|31|25|0|14|3|4655
00018141|[4. <=40]|[4. <=3500]|M|1|0|90|2|0|0|32|5|15|0|14|20|178
00018142|[2. <=30]|[1. <=700]|M|0|0|15|1|0|0|8|0|0|0|0|0|24
00018160|[3. <=35]|[3. <=2500]|M|0|0|75|3|0|371|4|0|28|3|9|1|494
00018163|[1. <=25]|[2. <=1500]|F|1|0|185|0|334|0|0|0|41|0|0.99999999999999989|0|561
00018216|[4. <=40]|[3. <=2500]|F|1|0|4|0|0|0|4|0|0|1|7|1|17
00018232|[7. > 55]|[3. <=2500]|M|1|0|68|1|0|0|0|10|2|7|10|11|109
00018235|[6. <=55]|[7. <=8000]|F|1|0|20|2|0|0|0|0|0|0|0|1|23
00018241|[4. <=40]|[2. <=1500]|F|1|0|58|3|0|0|0|0|0|0|3|4|68
00018245|[1. <=25]|[2. <=1500]|F|1|0|40|14|0|1|0|0|0|0|4|3|62
00018248|[3. <=35]|[2. <=1500]|F|0|0|168|4|0|475|0|0|17|0|0|0|664
00018274|[5. <=45]|[5. <=4500]|F|1|0|315|4|0|0|2|15|89|0|4|7|436
00018275|[4. <=40]|[3. <=2500]|F|0|8|65|0|0|0|0|0|0|0|2|10|85
00018291|[2. <=30]|[2. <=1500]|F|1|0|33|1|0|0|0|0|0|0|0|0|34
00018309|[3. <=35]|[3. <=2500]|M|0|0|160|24|0|156|0|0|40|3|0|1|384
00018336|[3. <=35]|[1. <=700]|M|0|0|17|0|0|0|0|0|1|0|2|2|22
00018338|[3. <=35]|[6. <=6000]|M|0|0|38|0|28|1343|3|132|6|0|10|0.99999999999999989|1561
00018340|[2. <=30]|[3. <=2500]|F|1|0|19|1|0|0|0|0|0|0|0|2|22
00018357|[2. <=30]|[3. <=2500]|M|1|0|7|0|0|0|1|0|0|0|7|0|15
00018358|[3. <=35]|[1. <=700]|M|1|2|51|9|0|3|0|0|10|0|1|0|76
00018363|[3. <=35]|[2. <=1500]|M|0|0|29|0|0|0|0|0|0|0|0|1|30
00018364|[7. > 55]|[4. <=3500]|F|1|0|114|23|0|0|0|0|11|18|6|7|179
00018387|[3. <=35]|[2. <=1500]|M|1|2|43|2|0|0|16|0|2|0|19|2|86
00018388|[6. <=55]|[2. <=1500]|M|0|0|42|0|0|0|0|0|0|0|0|0|42
00018392|[2. <=30]|[2. <=1500]|M|1|0|65|8|0|0|0|0|0|30|3|3|109
00018399|[1. <=25]|[2. <=1500]|F|1|0|45|7|0|0|0|0|1|16|3|0|72
00013820|[5. <=45]|[4. <=3500]|M|1|0|211.99999999999997|5|0|21|52.999999999999993|0|91|6|9|12|409
00013821|[3. <=35]|[4. <=3500]|M|0|0|90|3|0|0|6|0|0|2|7|0|108
00013829|[3. <=35]|[3. <=2500]|M|1|0|27.000000000000004|6|0|0|30|0|4|13|4|0|84
00013830|[3. <=35]|[2. <=1500]|F|1|0|0|0|0|17|2|0|0|0|10|0|29
00013847|[7. > 55]|[5. <=4500]|M|1|0|117|0|0|0|0|0|2|6|2|8|135
00013858|[4. <=40]|[3. <=2500]|M|0|0|68|0|0|0|0|0|0|1|0|12|81
00013863|[4. <=40]|[3. <=2500]|F|1|0|330|0|0|0|258|0|21|1|17|2|629
00013865|[4. <=40]|[1. <=700]|F|0|0|17|4|0|0|0|0|0|0|0|0|21
00013902|[5. <=45]|[1. <=700]|F|1|0|448|10|0|0|0|0|21|0|4|0|483
00013912|[4. <=40]|[3. <=2500]|F|1|0|7|0|0|0|8|0|0|0|8|0|23
00013940|[4. <=40]|[5. <=4500]|F|0|0|26|0|0|0|0|0|5|0|1|3|35
00013954|[2. <=30]|[2. <=1500]|F|0|0|25|45|1471|457|14|0|8|0|0|1|2021
00013955|[4. <=40]|[5. <=4500]|M|0|0|20|0|0|0|0|0|1|0|0|3|24
00013956|[5. <=45]|[1. <=700]|M|1|0|183|8|0|0|4|0|12|9|2|3|221
00013977|[3. <=35]|[3. <=2500]|M|0|0|10|12|623|27|0|0|0|0|3|0|675
00014000|[2. <=30]|[1. <=700]|F|1|1|13|0|17|0|1|0|0|0|1|1|34
00014011|[5. <=45]|[2. <=1500]|M|1|0|5|1|553|0|2|0|0|26|0|13|600
00014016|[5. <=45]|[4. <=3500]|F|1|0|7|2|550|13|3|2|17|0|7|1|602
00014027|[6. <=55]|[3. <=2500]|M|1|0|186|0|0|0|0|0|3|0|1|0|190
00014050|[6. <=55]|[2. <=1500]|F|1|0|50|1|0|0|0|0|0|2|2|0|55
00014060|[6. <=55]||F|0|0|23|0|0|9|0|0|6|0|0|1|39
00014065|[2. <=30]|[1. <=700]|M|1|0|0|0|11|0|0|27|0|0|2|0|40
00014088|[3. <=35]|[3. <=2500]|M|1|0|22|0|544|3|0|0|18|0|1|1|589
00014096|[3. <=35]|[2. <=1500]|M|0|0|104|27|0|0|0|0|0|0|0|4|135
00014097|[2. <=30]|[3. <=2500]|M|1|0|92|0|0|0|1|0|0|0|0|0|93
00014117|[2. <=30]|[3. <=2500]|F|1|13|67|2|749|36|2|0|19|2|1|5|896
00014126|[3. <=35]|[3. <=2500]|F|1|0|147|0|44|397|0|0|92|0|0|1|681
00014131|[2. <=30]|[2. <=1500]|F|1|0|25|9|24|0|8|0|5|0|1|0|72
00014137|[7. > 55]|[3. <=2500]|M|0|0|8|0|616|70|0|2|0|0|5|0|701
00014140|[4. <=40]|[3. <=2500]|M|0|0|41|26|0|0|4|0|0|0|2|0|73
00025266|[2. <=30]|[1. <=700]|M|1|0|66|9|0|0|8|0|7|2.9999999999999996|1|0|94
00025307|[6. <=55]|[8. > 8000]|M|0|0|0|0|0|39|1|0|0|0|6|0|46
00025308|[1. <=25]|[2. <=1500]|F|1|0|25|6|0|0|0|0|1|1|1|0|34
00025311|[2. <=30]|[3. <=2500]|F|1|0|20|6|998.99999999999989|698|5|0|24|0|5|0|1757
00025334|[6. <=55]|[2. <=1500]|M|0|0|1|0|0|0|2|0|0|0|7|4|14
00025356|[7. > 55]|[3. <=2500]|M|1|0|17|0|0|0|0|0|7|0|4|0|28
00025365|[2. <=30]|[2. <=1500]|M|1|0|48|0|0|23|7.0000000000000009|0|22|0|2|0|102
00025376|[3. <=35]|[3. <=2500]|M|0|0|40|20|0|0|0|0|0|2|0|0|62
00025384|[1. <=25]|[2. <=1500]|M|1|0|152|3|82|0|13|0|11|2|9|0|272
00025391|[1. <=25]|[2. <=1500]|M|1|0|175|6|2557|154|2|0|134|0|3|0|3031
00025429|[4. <=40]|[2. <=1500]|M|0|0|7|2|0|0|0|0|0|0|1|4|14
00025442|[4. <=40]|[3. <=2500]|M|1|0|114|0|0|0|2|0|0|0|1|4|121
00025443|[4. <=40]|[2. <=1500]|M|0|0|25|11|0|0|0|0|7|3|1.9999999999999998|0.99999999999999989|49
00025449|[4. <=40]|[1. <=700]|F|1|0|0|0|0|27|0|0|6|0|0|0|33
00025460|[1. <=25]|[2. <=1500]|M|1|0|6|0|24|53|1|0|3|7|4|1|99
00025466|[2. <=30]|[4. <=3500]|M|1|0|6|0|280|61|13.000000000000002|22|0|0|9|0|391
00025479|[1. <=25]|[1. <=700]|M|1|0|52|0|8|76|0|0|4|0|4|0|144
00025481|[2. <=30]|[2. <=1500]|M|1|0|57|0|0|0|0|0|0|0|1|0|58
00025494|[4. <=40]|[1. <=700]|F|1|0|18|1|0|0|0|0|0|0|0|0|19
00025497|[2. <=30]|[2. <=1500]|M|1|0|60.000000000000007|1|0|0|0|0|7|16|1|0|85
00025510|[2. <=30]|[3. <=2500]|F|0|0|82|1|108|39|0|0|17|0|0|0|247
00025517|[1. <=25]|[3. <=2500]|M|1|0|110|23|0|0|0|0|0|3|1|0|137
00025523|[3. <=35]|[2. <=1500]|M|1|0|21|1|0|0|0|0|0|5|0|14.000000000000002|41
00025528|[5. <=45]|[2. <=1500]|F|1|0|56|11|0|0|2|0|0|0|3|1|73
00025542|[3. <=35]|[2. <=1500]|M|1|0|34|0|0|86|0|0|0|0|2|1|123
00025548|[3. <=35]|[3. <=2500]|M|1|0|91|0|1866|328|4|0|34|5|6|4|2338
00025568|[2. <=30]|[3. <=2500]|M|0|0|141|0|0|0|0|0|82|0|0|1|224
00025571|[6. <=55]|[1. <=700]|M|1|0|60|0|0|0|2|0|18|29|1|4|114
00025579|[5. <=45]|[6. <=6000]|F|1|0|59|0|0|261|1.9999999999999998|0|70|0|0.99999999999999989|0.99999999999999989|394
00025598|[2. <=30]|[3. <=2500]|M|1|0|9|0|0|0|0|0|0|6|0|0|15
00005704|[3. <=35]|[4. <=3500]|M|0|0|37|0|15|8|52|0|0|0|0|3|115
00005723|[7. > 55]|[2. <=1500]|F|1|0|81|0|0|0|0|0|59|43|1|4|188
00005725|[5. <=45]|[2. <=1500]|M|0|0|40|0|0|0|0|0|0|0|0|0|40
00005727|[6. <=55]|[1. <=700]|M|1|0|21|2|0|0|0|0|0|0|0|1|24
00005750|[7. > 55]|[3. <=2500]|F|1|0|26|1|0|0|0|0|0|0|0|0|27
00005757|[6. <=55]|[5. <=4500]|F|1|0|0|0|0|7|0|0|0|0|6|0|13
00005788|[4. <=40]|[1. <=700]|M|1|0|81|6.9999999999999991|10|463|6.9999999999999991|0|17|9|4|0|598
00005805|[4. <=40]|[4. <=3500]|F|0|0|115|1|1628|232|18|0|42|0|11|3|2050
00005809|[6. <=55]|[3. <=2500]|M|0|5|13|0|0|0|1|0|0|2|1|10|32
00005813|[6. <=55]|[8. > 8000]|M|1|0|143|0|0|1647|2|112|40|0|6|23|1973
00005819|[4. <=40]|[5. <=4500]|M|0|0|80|0|0|0|6|4|1|0|11|17|119
00005838|[5. <=45]|[4. <=3500]|M|1|0|24|1|0|24|6|0|5|30|5|19|114
00005842|[7. > 55]|[3. <=2500]|M|0|0|3|0|0|37|0|0|0|0|2|0|42
00005859|[3. <=35]|[1. <=700]|F|1|0|30|0|789|115|4|5|2|4|3|2|954
00005887|[7. > 55]|[3. <=2500]|M|0|0|7.0000000000000009|18|0|0|2|0|0|45|5|23|100
00005889|[3. <=35]|[2. <=1500]|F|1|0|36|2|0|0|0|0|32|0|2|1|73
00005893|[6. <=55]|[2. <=1500]|F|0|0|20|0|0|0|0|0|0|22.999999999999996|0|0|43
00005894|[4. <=40]|[4. <=3500]|M|1|0|431|1|1441|0|0|0|290|0|3|3|2169
00005925|[3. <=35]|[2. <=1500]|F|1|0|40|0|0|187|9|0|8|3|6|9|262
00005928|[4. <=40]|[7. <=8000]|F|0|0|77|0|0|699|0|0|34|0|0|2|812
00005970|[4. <=40]|[3. <=2500]|F|1|0|13|0|0|0|0|0|0|0|0|12|25
00005986|[5. <=45]|[8. > 8000]|M|1|0|47|0|0|244|0|0|6|0|1.9999999999999998|23|322
00005988|[3. <=35]|[2. <=1500]|F|1|2|22|17|0|0|0|0|3|0|3|1|48
00006010|[5. <=45]||F|1|0|8|0|14|5|0|0|3|0|0|0|30
00006028|[7. > 55]|[2. <=1500]|M|1|0|3|0|0|8|0|2|0|0|6|3|22
00006046|[5. <=45]|[2. <=1500]|F|1|0|26|34|0|0|0|0|0|0|2|0|62
00006047|[6. <=55]|[5. <=4500]|F|1|14|0|0|24|15|12|71|0|0|18|0|154
00006050|[4. <=40]|[2. <=1500]|M|1|0|39|20|0|144|28|0|2|0|16|1|250
00006085|[6. <=55]|[3. <=2500]|M|1|7|45|0|53|9|0|0|9|4|0|1|128
00006091|[6. <=55]|[1. <=700]|M|0|0|107|0|0|0|0|22|0|1|2|0|132
00022234|[4. <=40]|[3. <=2500]|F|1|0|20|4|0|13|9|0|61.999999999999993|0|2|0|110
00022239|[4. <=40]|[2. <=1500]|M|1|0|0|2|111|0|4|0|0|0|2|0|119
00022243|[3. <=35]|[2. <=1500]|M|0|2|40|5|0|0|0|0|13|0|0|0|60
00022247|[6. <=55]||F|1|0|13|1|0|0|0|0|0|0|0|0|14
00022269|[1. <=25]|[2. <=1500]|M|1|0|10|4|0|0|0|0|1|0|2|0|17
00022270|[2. <=30]|[2. <=1500]|F|1|0|14|0|0|0|2|0|0|0|4|0|20
00022273|[1. <=25]|[6. <=6000]|M|1|0|4|0|238|0|2|0|0|3|5|0|252
00022296|[3. <=35]|[1. <=700]|F|1|0|2|0|0|20|0|0|0|0|2|0|24
00022313|[2. <=30]|[2. <=1500]|M|0|0|3|0|0|31|0|0|0|0|0|0|34
00022318|[6. <=55]|[2. <=1500]|M|1|0|42|17|0|0|0|0|57|2|2|3|123
00022331|[3. <=35]|[2. <=1500]|M|0|0|41|2|0|0|0|0|0|0|0|1|44
00022338|[2. <=30]|[3. <=2500]|M|0|0|105|0|1326|0|2.9999999999999996|19|30|2.9999999999999996|21|2|1509
00022355|[4. <=40]|[3. <=2500]|F|1|0|14|4|0|1|0|0|1|0|0|0|20
00022366|[1. <=25]|[5. <=4500]|M|0|0|130|1|986|442|8|16|90|6|16|33|1728
00022375|[1. <=25]|[2. <=1500]|M|0|0|12|32|0|0|9|0|0|7|0|1|61
00022388|[4. <=40]|[2. <=1500]|M|0|0|13|2|0|0|0|0|0|0|0|15|30
00022389|[6. <=55]|[2. <=1500]|M|0|0|30.999999999999996|0|6.9999999999999991|325|2|0|76|0|0|3|444
00022402|[1. <=25]|[3. <=2500]|M|0|0|98|0|0|0|2|0|8|0|7|0|115
00022410|[2. <=30]|[2. <=1500]|M|0|0|15|0|0|0|0|0|0|0|0|0|15
00022419|[2. <=30]|[2. <=1500]|F|1|0|33|24.000000000000004|546|0|5|0|23|0|2|0|633
00022426|[2. <=30]|[2. <=1500]|M|0|5|132|3|0|0|0|0|4|2|3|1|150
00022431|[4. <=40]|[4. <=3500]|M|1|0|124|0|0|0|2|0|5|0|2|2|135
00022435|[6. <=55]|[8. > 8000]|M|1|0|30|1|0|0|3|27|0|0|3|6|70
00022442|[3. <=35]|[1. <=700]|F|1|0|77|75|1214|0|5|0|10|6.9999999999999991|1|1|1390
00022448|[3. <=35]|[4. <=3500]|M|1|0|34|13.999999999999998|0|2|55.999999999999993|0|0|0|3|1|110
00022455|[3. <=35]|[5. <=4500]|M|0|0|8|0|0|0|0|0|0|0|1|2|11
00022477|[1. <=25]|[3. <=2500]|F|0|0|33|0|0|0|0|0|0|0|2|3|38
00022479|[3. <=35]|[1. <=700]|F|1|0|7|0|0|0|5|0|0|0|0|2|14
00022494|[2. <=30]|[1. <=700]|M|1|0|92|0|1688|0|15|0|17|0|3|0|1815
00022503|[1. <=25]|[2. <=1500]|F|1|0|140|0|177|2|0|23|456.00000000000006|0|3|2|803
00013153|[5. <=45]|[1. <=700]|M|1|0|157|19|3892|1153|0|0|64|2|9|6|5302
