cliente|edad|ingreso|sexo|flgLimaprov|trxAplus|trxAtm|trxBcaex|trxBm|trxBxi|trxIvr|trxPostc|trxPostd|trxSalex|trxSbt|trxVent|trx
00011638|[2. <=30]|[6. <=6000]|F|1|0|44|0|4591|1072|0|0|118.00000000000001|0|2|0|5827
00011639|[2. <=30]|[3. <=2500]|M|1|0|178|22|2675|0|18|0|68|0|11|0|2972
00011649|[5. <=45]|[4. <=3500]|F|1|0|239|8|0|1276|0|0|70|0|3|0|1596
00011651|[2. <=30]|[5. <=4500]|F|1|2|175|3|0|1349|3|0|40|0|2|0|1574
00011681|[4. <=40]||M|1|0|62|0|0|92.999999999999986|0|0|4|0|1|4|164
00011686|[4. <=40]|[1. <=700]|F|1|0|0|0.99999999999999989|0|22|0|0|26|0|0|0|49
00011691|[7. > 55]|[6. <=6000]|M|1|0|62|0|0|0|0|0|0|6|1|5|74
00011701|[5. <=45]|[3. <=2500]|M|1|0|138|1|0|1050|12|0|38|0|15|0|1254
00011714|[2. <=30]|[2. <=1500]|F|1|0|216|0|0|38|18|0|65|2|1|0|340
00011718|[6. <=55]|[3. <=2500]|F|1|0|16|0|0|0|0|0|0|0|0|0|16
00011732|[6. <=55]|[3. <=2500]|M|0|0|178|2|319|0|1|0|0|2|3|36|541
00011741|[2. <=30]|[4. <=3500]|M|1|0|193|6|2037.0000000000002|310|0|0|107|0|3|0|2656
00011747|[4. <=40]|[4. <=3500]|F|1|0|115.99999999999999|1|0|24|4|0|70|0|5|0|220
00011776|[6. <=55]|[3. <=2500]|F|1|0|35|1|0|0|0|0|0|0|0|0|36
00011786|[4. <=40]|[2. <=1500]|F|1|0|106|5|0|0|0|0|0|0|0|0|111
00011792|[2. <=30]|[3. <=2500]|F|1|1|103|0|0|0|0|21|10.999999999999998|0|2|0|138
00011793|[2. <=30]|[5. <=4500]|M|1|0|61|2|615|1156|0|0|49|4|0|4|1891
00011809|[4. <=40]|[4. <=3500]|M|1|0|195|1|905|2686|46|236|57|6|37|4|4173
00011811|[3. <=35]|[3. <=2500]|F|1|0|0|0|0|0|4|0|1|0|6|1|12
00011822|[4. <=40]|[2. <=1500]|F|1|0|82|19|0|0|67|0|0|1|2|0|171
00011832|[2. <=30]|[2. <=1500]|F|1|0|18|7|0|133|16|0|10|0|4|1|189
00011834|[2. <=30]|[1. <=700]|M|1|0|21|0|29|0|4|0|19|0|0|0|73
00011836|[2. <=30]|[4. <=3500]|M|1|0|96|0|1314|41|0|0|112|1|2|1|1567
00011839|[2. <=30]|[6. <=6000]|M|1|0|158|2|0|948|0|0|66|0|16|7|1197
00011865|[3. <=35]|[1. <=700]|M|1|0|27|9|0|139|3|0|1|8|2|4|193
00011877|[5. <=45]|[4. <=3500]|F|1|0|151|1|0|0|4|0|12|0|8|2|178
00011889|[4. <=40]|[3. <=2500]|M|0|0|106|25|0|0|2|0|0|0|5|0|138
00011892|[5. <=45]|[1. <=700]|F|1|0|3|0|906|826|0|24|5|0|17|2|1783
00011916|[3. <=35]|[3. <=2500]|M|0|0|4|1|316|20|0|0|0|0|2|1|344
00011562|[7. > 55]|[2. <=1500]|M|1|0|112.00000000000001|2|0|0|0|0|61|2|0|0|177
00011613|[3. <=35]|[2. <=1500]|M|1|0|540|0|1360|1137|19|37|107|6|16|12|3234
00011614|[5. <=45]|[3. <=2500]|M|1|0|114|10|0|0|0|0|0|0|1|0|125
00011619|[4. <=40]|[1. <=700]|F|0|0|79.999999999999986|0|2315|0|3|0|4.9999999999999991|29|6|4.9999999999999991|2443
00011635|[5. <=45]|[5. <=4500]|F|0|5|39|3|0|0|0|0|0|21|2|13|83
00011653|[2. <=30]|[3. <=2500]|F|0|2|161|0|0|0|0|5|122|1|7|7|305
00011654|[5. <=45]|[3. <=2500]|M|1|0|22|0|0|0|0|0|7|0|0|5|34
00011694|[3. <=35]|[2. <=1500]|F|1|0|116|21|0|0|0|0|34|0|1|0|172
00011719|[4. <=40]|[3. <=2500]|M|1|0|0|0|0|0|1|8|0|0|6|0|15
00011722|[6. <=55]|[3. <=2500]|M|0|0|104|0|0|0|0|0|0|3|0|6|113
00011728|[4. <=40]|[2. <=1500]|M|0|0|29|0|0|0|0|0|3|3|2|0|37
00011730|[3. <=35]|[2. <=1500]|M|0|0|17|1|7|0|3|0|0|3|10|3|44
00011743|[4. <=40]|[6. <=6000]|M|1|0|210|1|0|0|0|0|90.999999999999986|3|4|14|323
00011744|[3. <=35]|[2. <=1500]|M|0|0|35|58|123.99999999999999|0|0|0|1|1|3|0|222
00011759|[7. > 55]|[1. <=700]|M|0|2|42|0|0|0|0|0|5|0|0|3|52
00011770|[7. > 55]|[2. <=1500]|M|0|0|6|0|0|0|0|0|0|0|0|12|18
00011780|[6. <=55]|[2. <=1500]|M|1|0|25.999999999999996|0|513|0|0|0|16|3|4|0|562
00011802|[5. <=45]|[4. <=3500]|M|1|0|4|0|0|77|0|0|1|6|0|0|88
00011808|[4. <=40]|[2. <=1500]|M|1|0|185|7|0|0|5|0|15|13|0|2|227
00011816|[3. <=35]|[2. <=1500]|F|0|0|42|0|0|0|0|0|7|0|0|0|49
00011818|[3. <=35]|[4. <=3500]|F|1|0|78|0|0|1012|17|108.00000000000001|0|0|20|9|1244
00011820|[3. <=35]|[2. <=1500]|M|1|1|29|4|995|19|2|0|6|5|3|0|1064
00011838|[6. <=55]|[4. <=3500]|M|0|0|374|0|0|0|0|12|0|0|1|0|387
00011859|[3. <=35]|[4. <=3500]|F|1|0|39|26.999999999999996|806|441|3|0|1|0|4|1|1322
00011870|[4. <=40]|[1. <=700]|F|1|0|40|0|0|0|0|0|23|0|1|0|64
00011875|[3. <=35]|[3. <=2500]|M|1|0|189|1|0|0|2|0|16|5|4|1|218
00011884|[4. <=40]|[4. <=3500]|M|1|5|230|22|2942|546|0|0|125.99999999999999|0|3|3|3877
00011905|[3. <=35]|[3. <=2500]|M|1|0|19|17|237|0|0|0|20|3|20|0|316
00011910|[4. <=40]|[3. <=2500]|M|1|0|137|0|0|0|0|0|0|0|0|0|137
00011921|[4. <=40]|[2. <=1500]|M|1|0|10|0|0|30|0|0|1|0|0|1|42
00039772|[1. <=25]||M|1|1|8|1|130|0|0|0|4|0|0|0|144
00039777|[1. <=25]|[1. <=700]|F|1|0|4|1|0|0|0|0|0|0|0|1|6
00039800|[1. <=25]|[1. <=700]|M|0|0|14|0|0|0|6|0|0|0|0|0|20
00039819|[4. <=40]|[2. <=1500]|F|1|0|7|0|23|0|0|0|1|0|0|0|31
00039835|[2. <=30]|[2. <=1500]|M|0|0|10|0|0|0|0|0|0|0|0|0|10
00039841|[3. <=35]|[2. <=1500]|M|0|0|8|0|79|2|0|0|0|0|0|1|90
00039858|[5. <=45]|[1. <=700]|F|0|0|6|0|0|0|0|0|0|0|0|1|7
00039886|[5. <=45]|[3. <=2500]|M|1|0|3|0|0|0|0|0|3|0|0|0|6
00039896|[6. <=55]|[2. <=1500]|F|1|0|8|0|0|10|2|0|0|0|2|0|22
00039906|[6. <=55]|[2. <=1500]|M|1|0|5|0|16|0|0|0|0|0|0|0|21
00039914|[2. <=30]|[1. <=700]|M|1|0|6|0|0|0|0|0|0|0|0|1|7
00039917|[1. <=25]||M|0|0|15|0|0|2|0|0|0|0|0|6|23
00039923|[1. <=25]||M|1|0|5|0|0|3|2|0|0|0|0|0|10
00039929|[1. <=25]|[1. <=700]|M|0|0|11|0|0|79|0|0|6|0|0|0|96
00039930|[1. <=25]|[2. <=1500]|M|0|0|13|8|0|0|0|0|0|0|0|0|21
00039945|[1. <=25]||F|1|0|16|0|0|0|0|0|0|0|0|0|16
00039951|[1. <=25]|[1. <=700]|M|1|0|5|0|0|11|0|0|1|0|0|0|17
00039972|[3. <=35]||M|1|0|5|0|57.999999999999993|1|0|0|2|0|0|1|67
00039988|[1. <=25]||M|0|0|3|0|229|26|0|0|5|0|1|0|264
00039990|[2. <=30]||M|0|0|6|0|0|0|0|0|0|0|0|0|6
00040000|[1. <=25]||M|0|0|6|1|0|2|0|0|1|0|0|1|11
00009194|[6. <=55]|[4. <=3500]|F|1|0|154|0|219|1|0|0|28|6|5|2|415
00009204|[6. <=55]|[2. <=1500]|F|0|0|30|0|0|0|0|0|1|1|1|1|34
00009209|[2. <=30]|[2. <=1500]|F|1|11|142|6.9999999999999991|0|0|24|0|35|0|1|0|220
00009220|[3. <=35]|[3. <=2500]|M|0|0|30.999999999999996|2|0|0|0|0|21|3|0|1|58
00009222|[3. <=35]|[5. <=4500]|M|0|0|96|0|1609|131|9|6|8|0|11|6|1876
00009237|[4. <=40]|[5. <=4500]|F|1|0|28.000000000000004|0|0|0|0|0|11|0|0|4|43
00009255|[3. <=35]|[2. <=1500]|M|1|0|51|0|404|705|0|0|8|5|0|0|1173
00009260|[6. <=55]|[2. <=1500]|F|1|1|14|12|0|232|0|0|0|0|0|1|260
00009261|[4. <=40]|[4. <=3500]|F|1|0|14|0|0|0|0|0|0|1|1|10|26
00009273|[7. > 55]|[2. <=1500]|M|1|0|14|0|0|0|0|0|12|12|0|6|44
00009289|[5. <=45]|[8. > 8000]|M|0|0|53|1|103|11|0|0|86|17|2|10|283
00009300|[7. > 55]|[3. <=2500]|M|1|0|217|0|0|0|0|0|1|2|1|0|221
00009305|[3. <=35]|[1. <=700]|M|0|2|140|1|0|0|2|0|1|0|1|7|154
00009324|[3. <=35]|[1. <=700]|M|0|0|14|0|0|303|2|0|0|7|1|0|327
00009330|[4. <=40]|[3. <=2500]|F|1|0|106|0|236|295|3.9999999999999996|0|87|0|0.99999999999999989|0|729
00009342|[5. <=45]|[3. <=2500]|F|0|0|209|0|0|71|3|2|3|0|17|1|306
00009352|[7. > 55]|[4. <=3500]|F|1|0|45|0|0|296|1|0|63|0|2|3|410
00009358|[3. <=35]|[2. <=1500]|M|1|0|273|7|2095|333|32|0|15.000000000000002|10|22|7|2794
00009366|[4. <=40]|[2. <=1500]|F|1|0|59|2|0|0|12|0|19|2|4|2|100
00009367|[5. <=45]|[2. <=1500]|F|0|0|94|3|0|4|0|0|10|4|1|1|117
00009372|[7. > 55]||M|1|0|42|0|0|0|0|0|1|0|0|2|45
00009380|[7. > 55]|[3. <=2500]|M|1|5|15|0|0|0|0|5|0|0|0|0|25
00009414|[6. <=55]|[2. <=1500]|M|1|0|75|0.99999999999999989|0|0|0|0|18|0|0|3.9999999999999996|98
00009417|[7. > 55]|[3. <=2500]|M|0|0|112|0|0|0|0|0|0|0|0|0|112
00009452|[6. <=55]|[8. > 8000]|M|1|0|69|3|0|12|4|0|0|14|4|14|120
00009486|[6. <=55]|[2. <=1500]|M|1|6|14|1|0|0|0|0|1|0|0|2|24
00009520|[3. <=35]||M|0|0|12|0|0|0|0|0|0|1|0|1|14
00009532|[6. <=55]|[6. <=6000]|M|1|0|42|0|97|84.999999999999986|2|0|0|16|54|1|297
00009538|[4. <=40]|[2. <=1500]|M|1|0|97|1|1759|137|9|0|21|12|0|7|2043
00009543|[4. <=40]|[1. <=700]|F|0|0|7|0|0|0|0|0|0|1|0|11|19
00011637|[5. <=45]|[3. <=2500]|M|1|0|129|0|1526|79|3.9999999999999996|0|18|0|3|0|1759
00011659|[4. <=40]||F|0|0|23|0|0|0|0|0|0|0|0|0|23
00011665|[7. > 55]|[4. <=3500]|M|1|0|79|5|0|1384|0|0|0|0|0|0|1468
00011670|[2. <=30]|[2. <=1500]|M|1|0|150|0|0|0|0|0|0|0|3|0|153
00011671|[7. > 55]|[3. <=2500]|M|0|19|74|0|0|0|0|0|0|0|2|2|97
00011704|[5. <=45]|[4. <=3500]|M|0|0|52|13|293|0|4|0|23|4|9|1|399
00011705|[4. <=40]|[4. <=3500]|M|0|0|59|0|0|0|0|0|0|0|0|0|59
00011711|[6. <=55]|[2. <=1500]|M|1|0|23|3|11|0|2|0|0|0|1|0|40
00011720|[3. <=35]|[3. <=2500]|M|1|0|71|3|0|0|0|0|0|3|1|0|78
00011723|[3. <=35]|[3. <=2500]|M|1|0|95|2|27|86|4|0|19|23|2|3|261
00011765|[7. > 55]|[2. <=1500]|M|0|0|15.000000000000002|0|0|0|0|0|0|2|0|12|29
00011782|[3. <=35]|[3. <=2500]|M|1|0|156|5|5436|258|0|13|115|0.99999999999999989|11|0.99999999999999989|5996
00011805|[4. <=40]|[5. <=4500]|M|0|0|40|0|0|0|0|95|1|0|0|1|137
00011827|[3. <=35]|[2. <=1500]|M|1|0|30|0|951|182|2|0|32|0|1|0|1198
00011830|[4. <=40]|[6. <=6000]|M|1|0|2|0|0|0|5|26|0|0|7|0|40
00011841|[5. <=45]|[3. <=2500]|M|0|0|36|0|0|0|0|0|2|0|0|0|38
00011842|[5. <=45]|[3. <=2500]|F|1|0|65|0|0|0|0|0|9|0|0|0|74
00011844|[1. <=25]||M|1|0|29.000000000000004|2|0|0|0|0|0|0|4|0|35
00011849|[2. <=30]|[2. <=1500]|M|0|0|49|31.999999999999996|0|0|0|0|0.99999999999999989|114|0|0|196
00011856|[4. <=40]|[2. <=1500]|F|1|0|47|0|935|22|0|0|5|0|3.9999999999999996|5|1018
00011898|[4. <=40]|[1. <=700]|F|1|0|43|0|0|0|0|0|9|0|0|0|52
00011924|[3. <=35]|[3. <=2500]|M|1|0|84|0|0|0|2|0|24|0|17|0|127
00011925|[2. <=30]|[1. <=700]|M|0|0|27|0|0|0|0|0|4|0|1|0|32
00011933|[2. <=30]|[4. <=3500]|M|0|0|89|5|96|0|0|0|2|4|1|3|200
00011954|[2. <=30]|[4. <=3500]|M|1|0|202|0|0|0|0|0|4|0|2|0|208
00011955|[2. <=30]|[3. <=2500]|M|1|0|55.999999999999993|9|0|0|0|0|0|4|0|2|71
00011960|[3. <=35]|[2. <=1500]|M|0|0|52|0|0|0|0|0|0|0|0|7|59
00011967|[2. <=30]|[3. <=2500]|F|1|0|43|0|0|47|1|0|20|2|3|0|116
00011986|[3. <=35]|[3. <=2500]|M|0|0|23|1|0|0|1|0|0|0|1|6|32
00011997|[5. <=45]|[3. <=2500]|F|1|0|159|1|0|0|0|0|6|0|0|4|170
00011411|[3. <=35]|[2. <=1500]|F|1|0|25|0|0|0|0|0|0|4|0|0|29
00011423|[3. <=35]|[3. <=2500]|F|1|0|0|0|0|27|1|1|0|0|25|0|54
00011436|[4. <=40]|[2. <=1500]|F|0|0|83.999999999999986|0|216|0|0|0|17|0|3|13|333
00011444|[3. <=35]|[4. <=3500]|F|1|15|123|3.9999999999999996|2366|503|1.9999999999999998|0|97|0|6|1.9999999999999998|3118
00011458|[2. <=30]|[1. <=700]|M|0|0|4|0|34|73|0|93|5|0|15|1|225
00011460|[6. <=55]|[3. <=2500]|M|1|0|74|0|0|0|0|0|0|1|0|1|76
00011486|[6. <=55]|[3. <=2500]|M|1|0|28|6|0|0|0|0|0|0|0|0|34
00011491|[3. <=35]|[3. <=2500]|F|1|0|63|6|0|0|0|0|3|0|1|0|73
00011502|[5. <=45]|[2. <=1500]|M|0|0|64|9|0|0|0|0|0|0|0|1|74
00011518|[3. <=35]|[3. <=2500]|M|1|0|178|0|0|264|2|0|439|1|13|3|900
00011520|[3. <=35]|[7. <=8000]|M|1|0|22|0|3593|709|16|11|10|0|93|0|4454
00011529|[6. <=55]|[2. <=1500]|M|0|0|54|0|0|0|0|0|0|0|0|0|54
00011538|[5. <=45]|[5. <=4500]|M|1|5|328|44|131|505|0|0|98|3|0|0|1114
00011558|[3. <=35]|[4. <=3500]|M|1|0|58|0|0|0|6|0|0|0|1|0|65
00011576|[3. <=35]||M|0|0|12|3|111|1|0|0|0|0|0|0|127
00011579|[4. <=40]|[6. <=6000]|F|1|0|68|0|493.99999999999994|0|45|0|1|0|4|19|631
00011580|[3. <=35]|[3. <=2500]|F|1|0|193|26.000000000000004|1100|89|39|0|46|5|17|6|1521
00011583|[4. <=40]|[2. <=1500]|M|1|0|3|0|0|14.999999999999998|1|0|0|0|1|2|22
00011592|[6. <=55]|[4. <=3500]|M|0|0|34|0|0|0|0|0|0|9|0|0|43
00011622|[4. <=40]|[3. <=2500]|M|1|0|12|0|0|148|0|0|4|0|0|6|170
00011623|[3. <=35]|[2. <=1500]|M|1|0|81|15|0|0|0|0|1|3|0|1|101
00011629|[3. <=35]|[2. <=1500]|M|1|0|128|3|0|0|21|0|19|0|8|0|179
00011684|[7. > 55]|[2. <=1500]|M|1|0|1|0|0|0|0|0|0|1|5|14.999999999999998|22
00011687|[7. > 55]|[3. <=2500]|F|1|0|2|0|0|0|8|49|0|0|14|0|73
00011692|[4. <=40]|[7. <=8000]|F|0|0|135|0|0|1307|2|2|59|0|12|1|1518
00011693|[4. <=40]|[5. <=4500]|M|0|13|27.999999999999996|9|197|6.9999999999999991|0|16|2|4|1|0|277
00011703|[2. <=30]|[3. <=2500]|M|1|0|2|0|11|69|1|3|0|0|6|0|92
00011715|[5. <=45]|[3. <=2500]|M|0|3.9999999999999996|20|0|0|76|0|0|1.9999999999999998|0.99999999999999989|0.99999999999999989|3|107
00011716|[2. <=30]|[2. <=1500]|M|1|0|5|0|0|0|0|0|0|10|1|1|17
00011721|[6. <=55]|[3. <=2500]|M|1|0|124|0|0|0|0|0|0|0|6|20|150
00023559|[5. <=45]|[6. <=6000]|M|1|0|100|0|0|0|0|0|0|0|0|0|100
00023587|[1. <=25]|[1. <=700]|M|1|0|6|1|6|299|21|0|2|1|27|3|366
00023589|[2. <=30]|[2. <=1500]|F|0|0|40|14.999999999999998|0|33|0|0|0|0|0|0|88
00023611|[3. <=35]|[1. <=700]|M|0|0|27|0|0|0|0|0|0|5|0|0|32
00023615|[3. <=35]|[3. <=2500]|F|1|0|161|33|141|0|16|0|86|1|3|0|441
00023618|[4. <=40]|[3. <=2500]|M|1|0|136|55|0|7|0|0|38|39|3|3|281
00023619|[5. <=45]|[2. <=1500]|M|1|0|123|11|0|0|0|0|0|49.000000000000007|1|6|190
00023630|[2. <=30]|[2. <=1500]|M|1|0|102|6|315|293|6|0|13|8|7|6|756
00023640|[2. <=30]|[2. <=1500]|M|0|0|41|0|0|0|0|0|0|0|0|0|41
00023641|[4. <=40]|[6. <=6000]|M|1|0|329|0|0|0|2|0|77|0|11|10|429
00023643|[2. <=30]|[3. <=2500]|F|1|0|10|1|0|0|0|0|0|5|0|0|16
00023680|[3. <=35]|[3. <=2500]|M|0|0|127|1|0|0|0|0|0|0|0|1|129
00023690|[3. <=35]|[5. <=4500]|M|0|0|96|1|2804|1022|4|139|6|0|26|25|4123
00023701|[1. <=25]|[2. <=1500]|M|1|0|69|0|1238|21|0|0|101|0|0|0|1429
00023711|[7. > 55]|[3. <=2500]|M|1|0|70|0|0|0|0|0|0|0|0|0|70
00023715|[1. <=25]|[2. <=1500]|F|1|1|166|14|710|0|16|0|5|2|10|0|924
00023723|[2. <=30]|[3. <=2500]|F|1|0|81|22|23|1.9999999999999998|0|0|27.999999999999996|31|0|0|187
00023737|[1. <=25]|[2. <=1500]|F|1|0|36|6|0|16|6|0|0|0|2|0|66
00023751|[1. <=25]|[1. <=700]|M|1|0|26|0|0|0|0|0|1|0|0|2|29
00023761|[1. <=25]|[1. <=700]|M|1|0|8|0|36|0|0|0|1|3|0|0|48
00023763|[1. <=25]|[2. <=1500]|F|1|0|20|10|273|0|7.9999999999999991|0|9|0|1.9999999999999998|0|322
00023776|[7. > 55]|[2. <=1500]|M|1|0|1|21|0|0|0|0|8|0|4|1|35
00023781|[2. <=30]|[2. <=1500]|M|1|0|20|0|36|1|1|0|0|0|5|2|65
00023797|[3. <=35]|[3. <=2500]|M|1|0|97|0|0|0|2|0|14|0|2|0|115
00023799|[2. <=30]|[2. <=1500]|F|1|0|92|5|943|5|1|0|8|6|2|1|1063
00023804|[7. > 55]|[4. <=3500]|M|1|0|66|0|0|0|0|0|0|0|0|0|66
00023810|[1. <=25]|[2. <=1500]|M|0|0|173|4|653|0|0|0|0|11|0|10|851
00023827|[1. <=25]|[2. <=1500]|M|1|0|83|1|0|0|2|0|0|0|3|0|89
00023829|[1. <=25]|[3. <=2500]|M|1|0|71|0|1459|51|0|0|57.000000000000007|0|2|2|1642
00023842|[2. <=30]|[3. <=2500]|M|1|0|0|0|0|0|3|37|0|1|4|0|45
00011932|[5. <=45]|[3. <=2500]|M|1|0|189|0|0|0|4|0|0|1|0|1|195
00011936|[5. <=45]|[2. <=1500]|M|0|0|75|13|289|7|0|0|33|0|1|2|420
00011972|[2. <=30]|[2. <=1500]|F|1|0|133|6|2471|65|2|0|62|0|0|0|2739
00011983|[4. <=40]|[3. <=2500]|M|1|0|77|1|0|0|2|0|0|0|1|2|83
00011984|[6. <=55]|[2. <=1500]|F|1|0|9|0|0|0|0|0|0|12.999999999999998|0|1|23
00012001|[3. <=35]|[3. <=2500]|M|1|1|151|2|5031|157|3|0|13|0|7|4|5369
00012010|[4. <=40]|[2. <=1500]|M|1|0|53|14|69|412|8|0|2|0|6|1|565
00012013|[4. <=40]|[2. <=1500]|M|0|1|296|0|2046|439|2|0|109|0|7.0000000000000009|11|2911
00012015|[4. <=40]|[2. <=1500]|M|1|0|70|0|0|285|0|0|0|3|1|0|359
00012019|[4. <=40]|[4. <=3500]|M|1|8|0|0|0|33|19|4|0|0|14|0|78
00012029|[4. <=40]|[3. <=2500]|M|1|0|0|0|0|0|2|10|0|0|5|0|17
00012036|[4. <=40]|[3. <=2500]|M|1|0|44|22|0|0|8|0|15|0|1|0|90
00012054|[4. <=40]|[2. <=1500]|M|1|0|100|0|0|0|0|0|0|0|1|0|101
00012070|[2. <=30]|[1. <=700]|M|1|0|10|0|14|98|0|0|2|17|4|0|145
00012072|[6. <=55]|[2. <=1500]|M|0|0|43|1|0|0|0|0|0|0|0|0|44
00012109|[2. <=30]|[2. <=1500]|M|0|0|55|26|0|0|0|0|32|21|1|0|135
00012114|[7. > 55]|[3. <=2500]|F|1|0|13|0|0|0|0|1|1|0|3|2|20
00012125|[2. <=30]|[1. <=700]|M|1|2|28|0|0|0|1|9|25|0|7|0|72
00012133|[5. <=45]|[1. <=700]|M|1|0|54|2|0|0|0|0|2|4|0|3|65
00012144|[4. <=40]|[3. <=2500]|M|0|18|53.000000000000007|0|1300|0|0|0|1|6.9999999999999991|0|1|1380
00012149|[3. <=35]|[2. <=1500]|M|1|0|17|6|0|0|4|0|0|4|5|1|37
00012170|[3. <=35]|[7. <=8000]|M|1|0|128|0|383|831|1|0|54.999999999999993|4|0|2|1404
00012182|[6. <=55]|[2. <=1500]|F|1|0|8|0|0|0|3|2|0|0|8|3|24
00012223|[4. <=40]|[8. > 8000]|F|1|0|12|0|0|524|9|59|6|0|25|10|645
00012226|[2. <=30]|[2. <=1500]|M|1|0|5|0|0|2|0|0|6|0|1|0|14
00012239|[2. <=30]|[1. <=700]|F|1|0|5|8|0|28.000000000000004|0|0|0|0|0|2|43
00012241|[5. <=45]|[4. <=3500]|F|1|0|34|1|185|451.00000000000006|0|0|26|1|2|7|707
00012247|[4. <=40]|[1. <=700]|M|1|0|46|4|347|361|0|0|68|9|0|4|839
00012250|[3. <=35]|[5. <=4500]|M|1|6|48.999999999999993|0|0|1177|0|0|2|1|2|14|1251
00012252|[5. <=45]|[1. <=700]|F|0|0|2|0|0|2|4|0|0|0|3|2|13
00011917|[3. <=35]|[2. <=1500]|F|1|3|0|0|0|0|0|62|0|0|18|0|83
00011948|[5. <=45]|[2. <=1500]|M|0|0|46|0|0|0|0|0|0|0|0|0|46
00011958|[4. <=40]|[2. <=1500]|M|1|0|260|19|0|0|0|0|0|0|0|8|287
00011966|[6. <=55]|[1. <=700]|M|0|0|195|0|0|0|0|0|0|0|3|0|198
00011968|[3. <=35]|[2. <=1500]|M|1|0|198|12.000000000000002|2629|0|7.9999999999999991|0|9|0|5|0|2861
00011969|[3. <=35]|[3. <=2500]|M|0|0|58|0|0|0|2|0|5|0|2|2|69
00011985|[5. <=45]|[4. <=3500]|M|0|0|86|26|660|6|0|0|23|31.000000000000004|2|1|835
00012000|[3. <=35]|[4. <=3500]|F|1|0|158|1|0|2|0|0|74|2|3|1|241
00012007|[4. <=40]|[1. <=700]|F|0|13|5|0|0|0|3|5|0|2|6|0|34
00012026|[2. <=30]|[5. <=4500]|M|1|0|142|19.000000000000004|1980|41.999999999999993|4|0|54|2|4.9999999999999991|1|2249
00012028|[3. <=35]|[4. <=3500]|M|0|8|155|8|2824|1105|3|0|35|1|1|0|4140
00012063|[7. > 55]|[1. <=700]|F|1|0|16|0|0|0|0|0|0|1|0|6|23
00012065|[7. > 55]||M|0|0|48|3|0|0|0|0|21|21|0|8|101
00012067|[3. <=35]|[7. <=8000]|M|1|0|5|0|0|227|0|0|0|0|8|0|240
00012077|[4. <=40]|[1. <=700]|M|1|0|23|3|0|67|0|0|10|2|1|2|108
00012105|[3. <=35]|[3. <=2500]|M|1|0|37|0|0|0|0|0|0|3|1|0|41
00012108|[2. <=30]|[2. <=1500]|F|1|0|135|17|0|0|0|0|11|0|0|0|163
00012120|[5. <=45]|[3. <=2500]|F|1|0|148|1.9999999999999998|0|0|3.9999999999999996|0|0|0|7|0|161
00012129|[5. <=45]||F|0|0|20|0|0|0|3|0|0|8|5|2|38
00012145|[6. <=55]|[3. <=2500]|M|0|0|76|0|408|0|0|0|15|18|1|2|520
00012164|[4. <=40]|[2. <=1500]|M|0|0|54|1|0|23.000000000000004|0|0|0|0|1|10|89
00012179|[2. <=30]|[2. <=1500]|F|0|0|67|2|0|0|2|0|0|0|3|9|83
00012204|[6. <=55]|[2. <=1500]|M|0|0|36|0|0|8|0|0|0|0|0|0|44
00012205|[5. <=45]|[2. <=1500]|M|0|0|24|4|568|0|0|0|6.9999999999999991|0|0|0|603
00012240|[3. <=35]|[2. <=1500]|M|0|14|371|17|0|12|0|0|147|53|5|1|620
00012245|[2. <=30]|[2. <=1500]|F|0|0|57|10|6|320|2|0|57|1|3|0|456
00012263|[4. <=40]||M|1|0|173|8|716|10|0|0|14|4|1|0|926
00012274|[2. <=30]|[2. <=1500]|F|1|0|2|1|12|0|0|0|2|0|2|0|19
00012305|[4. <=40]|[1. <=700]|M|1|0|54|0|3326|266|0|62|20|0|12|18|3758
00012319|[6. <=55]|[3. <=2500]|F|0|0|15|0|0|5|0|0|3|0|0|0|23
00009553|[3. <=35]|[2. <=1500]|M|0|0|29|3|18|18|1|0|0|4|1|0|74
00009564|[2. <=30]|[7. <=8000]|M|1|0|0|0|0|25|2|0|0|0|3|0|30
00009571|[6. <=55]|[2. <=1500]|M|1|0|113|0|0|0|0|0|47|1|1|0|162
00009572|[7. > 55]|[1. <=700]|M|1|0|70|6|0|0|0|0|1|0|0|1|78
00009586|[4. <=40]|[3. <=2500]|M|1|0|159|0|0|0|0|0|13|0|0|0|172
00009590|[4. <=40]|[3. <=2500]|M|0|0|12|0|0|0|0|0|0|0|3|14|29
00009593|[5. <=45]|[6. <=6000]|F|1|0|64|0|1519|0|6|26|219|0|2|123.99999999999999|1960
00009599|[7. > 55]|[2. <=1500]|F|0|0|19|0|0|0|0|0|9|0|0|1|29
00009606|[4. <=40]|[2. <=1500]|M|0|0|109|0|22|0|37|0|0|4|6|6|184
00009615|[6. <=55]|[2. <=1500]|F|0|0|115|0|0|0|0|0|1|0|0|11|127
00009687|[4. <=40]|[3. <=2500]|M|1|0|113|0|0|319|0|0|18|0|0|10|460
00009690|[4. <=40]|[3. <=2500]|M|0|0|36|0|0|0|0|0|0|0|0|8|44
00009691|[7. > 55]|[3. <=2500]|M|1|3|49|0|0|0|2|10|4|0|2|2|72
00009702|[3. <=35]|[2. <=1500]|F|0|20|4|17|0|0|0|0|9|1|1|3|55
00009707|[3. <=35]|[3. <=2500]|M|1|0|5|0|435|11|6|0|0|0|6|0|463
